Cell,Type,Value
E18_3_C37,Epithelial cell_Sftpc high(Fetal_Lung),0.294777096746971
E18_3_C37,Epithelial Cells(Lung-Mesenchyme),0.294088311859885
E18_3_C37,Dividing cells(Lung),0.29219263626435
E18_3_C37,Ciliated cell(Lung),0.291529912149442
E18_3_C37,Stromal cell_Inmt high(Lung),0.249955084357545
E18_3_C37,Stromal cell_Inmt high(Lung-Mesenchyme),0.21353442275784
E18_3_C37,Stromal cell_Aspn high(Lung-Mesenchyme),0.209510992679009
E18_3_C37,Ependymocytes(Arc-Me),0.174732268221191
E18_3_C55,AT1 Cell(Lung),0.47063201595773
E18_3_C55,Alveolar bipotent progenitor(Lung),0.358209232643609
E18_3_C55,AT2 Cell(Lung),0.351210109582109
E18_3_C55,Clara Cell(Lung),0.30330503701957
E18_3_C55,Epithelial cell_Sftpc high(Fetal_Lung),0.300881652154751
E18_3_C55,Ciliated cell(Lung),0.294199338712669
E18_3_C55,Epithelial Cells(Lung-Mesenchyme),0.293967879497658
E18_3_C55,Dividing cells(Lung),0.289356802131436
E18_3_C55,Stromal cell_Inmt high(Lung),0.269768596651705
E18_3_C55,Stromal cell_Inmt high(Lung-Mesenchyme),0.230710361656254
E18_3_C55,Stromal cell_Aspn high(Lung-Mesenchyme),0.226167962067255
E18_3_C55,Ependymocytes(Arc-Me),0.182961923869723
E18_2_C36,AT1 Cell(Lung),0.440412952647506
E18_2_C36,Alveolar bipotent progenitor(Lung),0.419607379034928
E18_2_C36,AT2 Cell(Lung),0.405927027012615
E18_2_C36,Dividing cells(Lung),0.31858276894575
E18_2_C36,Clara Cell(Lung),0.31597847522236
E18_2_C36,Ciliated cell(Lung),0.314092852038654
E18_2_C36,Epithelial cell_Sftpc high(Fetal_Lung),0.301174368094962
E18_2_C36,Stromal cell_Inmt high(Lung),0.248068103332547
E18_2_C36,Epithelial Cells(Lung-Mesenchyme),0.228387121048597
E18_2_C36,Stromal cell_Inmt high(Lung-Mesenchyme),0.172188161803526
E18_2_C36,Stromal cell_Aspn high(Lung-Mesenchyme),0.168232027639404
E18_2_C36,Ependymocytes(Arc-Me),0.147045413401226
E18_2_C87,AT1 Cell(Lung),0.440220361627313
E18_2_C87,AT2 Cell(Lung),0.406236014221871
E18_2_C87,Alveolar bipotent progenitor(Lung),0.395919397229715
E18_2_C87,Dividing cells(Lung),0.303545257172624
E18_2_C87,Clara Cell(Lung),0.297094287425426
E18_2_C87,Ciliated cell(Lung),0.276597653176448
E18_2_C87,Epithelial cell_Sftpc high(Fetal_Lung),0.266739765198112
E18_2_C87,Stromal cell_Inmt high(Lung),0.2545666273991
E18_2_C87,Epithelial Cells(Lung-Mesenchyme),0.217405034514098
E18_2_C87,Stromal cell_Aspn high(Lung-Mesenchyme),0.175004532696296
E18_2_C87,Stromal cell_Inmt high(Lung-Mesenchyme),0.173995893348389
E18_2_C87,Ependymocytes(Arc-Me),0.124203264394247
E18_2_C07,AT1 Cell(Lung),0.490238137652981
E18_2_C07,AT2 Cell(Lung),0.408744787629738
E18_2_C07,Alveolar bipotent progenitor(Lung),0.402361060053227
E18_2_C07,Dividing cells(Lung),0.31918929695776
E18_2_C07,Clara Cell(Lung),0.314702167314762
E18_2_C07,Epithelial cell_Sftpc high(Fetal_Lung),0.307584257607582
E18_2_C07,Ciliated cell(Lung),0.306921802054014
E18_2_C07,Stromal cell_Inmt high(Lung),0.281379384150438
E18_2_C07,Epithelial Cells(Lung-Mesenchyme),0.280005745278427
E18_2_C07,Stromal cell_Inmt high(Lung-Mesenchyme),0.21295359594072
E18_2_C07,Stromal cell_Aspn high(Lung-Mesenchyme),0.20553933552536
E18_2_C07,Ependymocytes(Arc-Me),0.17544181965458
E18_2_C49,AT1 Cell(Lung),0.474328720271046
E18_2_C49,AT2 Cell(Lung),0.427969158620779
E18_2_C49,Alveolar bipotent progenitor(Lung),0.408470209355802
E18_2_C49,Dividing cells(Lung),0.3286999984538
E18_2_C49,Clara Cell(Lung),0.316109193437624
E18_2_C49,Stromal cell_Inmt high(Lung),0.299567871213626
E18_2_C49,Ciliated cell(Lung),0.295188489131871
E18_2_C49,Epithelial cell_Sftpc high(Fetal_Lung),0.292448357390786
E18_2_C49,Epithelial Cells(Lung-Mesenchyme),0.281427653742077
E18_2_C49,Stromal cell_Inmt high(Lung-Mesenchyme),0.228668462029479
E18_2_C49,Stromal cell_Aspn high(Lung-Mesenchyme),0.213109350518301
E18_2_C49,Ependymocytes(Arc-Me),0.185390227476591
E18_2_C43,AT1 Cell(Lung),0.501962555176064
E18_2_C43,Alveolar bipotent progenitor(Lung),0.378198246410856
E18_2_C43,AT2 Cell(Lung),0.36802704602378
E18_2_C43,Epithelial Cells(Lung-Mesenchyme),0.317108202770476
E18_2_C43,Ciliated cell(Lung),0.301845080986716
E18_2_C43,Clara Cell(Lung),0.298332874313218
E18_2_C43,Stromal cell_Inmt high(Lung),0.298149347706205
E18_2_C43,Epithelial cell_Sftpc high(Fetal_Lung),0.295550470184834
E18_2_C43,Dividing cells(Lung),0.29268836691415
E18_2_C43,Stromal cell_Inmt high(Lung-Mesenchyme),0.257344345492735
E18_2_C43,Stromal cell_Aspn high(Lung-Mesenchyme),0.254372714537914
E18_2_C43,Ependymocytes(Arc-Me),0.192875324248499
E18_1_C37,AT1 Cell(Lung),0.494847150464733
E18_1_C37,Alveolar bipotent progenitor(Lung),0.37134764021181
E18_1_C37,AT2 Cell(Lung),0.351908532186797
E18_1_C37,Epithelial cell_Sftpc high(Fetal_Lung),0.311698963371037
E18_1_C37,Clara Cell(Lung),0.307776216049069
E18_1_C37,Epithelial Cells(Lung-Mesenchyme),0.305536093204767
E18_1_C37,Ciliated cell(Lung),0.290869918498109
E18_1_C37,Dividing cells(Lung),0.275008030759324
E18_1_C37,Stromal cell_Inmt high(Lung),0.274182186696969
E18_1_C37,Stromal cell_Aspn high(Lung-Mesenchyme),0.247220710778983
E18_1_C37,Stromal cell_Inmt high(Lung-Mesenchyme),0.245680923489986
E18_1_C37,Ependymocytes(Arc-Me),0.200510495245554
E18_3_C09,AT1 Cell(Lung),0.484589979905404
E18_3_C09,Alveolar bipotent progenitor(Lung),0.370918993758513
E18_3_C09,AT2 Cell(Lung),0.368775797047268
E18_3_C09,Epithelial cell_Sftpc high(Fetal_Lung),0.341984572888491
E18_3_C09,Clara Cell(Lung),0.334623244454267
E18_3_C09,Ciliated cell(Lung),0.323963954599317
E18_3_C09,Epithelial Cells(Lung-Mesenchyme),0.313675252734027
E18_3_C09,Dividing cells(Lung),0.308728588787277
E18_3_C09,Stromal cell_Inmt high(Lung),0.268694684174801
E18_3_C09,Stromal cell_Inmt high(Lung-Mesenchyme),0.245185459277973
E18_3_C09,Stromal cell_Aspn high(Lung-Mesenchyme),0.242276680904777
E18_3_C09,Ependymocytes(Arc-Me),0.192305646213224
E18_3_C87,AT1 Cell(Lung),0.468444858133402
E18_3_C87,Alveolar bipotent progenitor(Lung),0.396199382446078
E18_3_C87,AT2 Cell(Lung),0.388618767478118
E18_3_C87,Ciliated cell(Lung),0.32692799767924
E18_3_C87,Epithelial cell_Sftpc high(Fetal_Lung),0.321171956952616
E18_3_C87,Clara Cell(Lung),0.314361828452349
E18_3_C87,Dividing cells(Lung),0.312943209283629
E18_3_C87,Epithelial Cells(Lung-Mesenchyme),0.289932130232227
E18_3_C87,Stromal cell_Inmt high(Lung),0.285276464787208
E18_3_C87,Stromal cell_Inmt high(Lung-Mesenchyme),0.23564289275819
E18_3_C87,Stromal cell_Aspn high(Lung-Mesenchyme),0.225483475963266
E18_3_C87,Ependymocytes(Arc-Me),0.184365474092726
E18_3_C51,Ciliated cell(Lung),0.503820217685262
E18_3_C51,Clara Cell(Lung),0.43769539913311
E18_3_C51,AT2 Cell(Lung),0.359884013261662
E18_3_C51,AT1 Cell(Lung),0.35554954692678
E18_3_C51,Alveolar bipotent progenitor(Lung),0.340479779975057
E18_3_C51,Epithelial cell_Sftpc high(Fetal_Lung),0.338892971500928
E18_3_C51,Dividing cells(Lung),0.32008574426685
E18_3_C51,Ependymocytes(Arc-Me),0.308591464660612
E18_3_C51,Epithelial Cells(Lung-Mesenchyme),0.25013057153386
E18_3_C51,Stromal cell_Inmt high(Lung),0.241805045949845
E18_3_C51,Stromal cell_Inmt high(Lung-Mesenchyme),0.198874215653016
E18_3_C51,Stromal cell_Aspn high(Lung-Mesenchyme),0.196935011341966
E18_3_C75,Clara Cell(Lung),0.432548818418197
E18_3_C75,Ciliated cell(Lung),0.430725133412649
E18_3_C75,AT2 Cell(Lung),0.345396876479856
E18_3_C75,Alveolar bipotent progenitor(Lung),0.344006714769616
E18_3_C75,AT1 Cell(Lung),0.337768760981993
E18_3_C75,Epithelial cell_Sftpc high(Fetal_Lung),0.311265119015064
E18_3_C75,Dividing cells(Lung),0.280701709678178
E18_3_C75,Ependymocytes(Arc-Me),0.243145915621968
E18_3_C75,Stromal cell_Inmt high(Lung),0.242080536246325
E18_3_C75,Epithelial Cells(Lung-Mesenchyme),0.240067871427064
E18_3_C75,Stromal cell_Inmt high(Lung-Mesenchyme),0.197354741647732
E18_3_C75,Stromal cell_Aspn high(Lung-Mesenchyme),0.184902545569175
E18_2_C77,AT1 Cell(Lung),0.429757986164564
E18_2_C77,Clara Cell(Lung),0.39681813515009
E18_2_C77,Alveolar bipotent progenitor(Lung),0.393409576592756
E18_2_C77,AT2 Cell(Lung),0.376429963416008
E18_2_C77,Ciliated cell(Lung),0.351647194706489
E18_2_C77,Epithelial cell_Sftpc high(Fetal_Lung),0.334273193403221
E18_2_C77,Dividing cells(Lung),0.292076263664015
E18_2_C77,Stromal cell_Inmt high(Lung),0.270125003419961
E18_2_C77,Epithelial Cells(Lung-Mesenchyme),0.268120882631499
E18_2_C77,Stromal cell_Inmt high(Lung-Mesenchyme),0.223749462975495
E18_2_C77,Stromal cell_Aspn high(Lung-Mesenchyme),0.214851489903541
E18_2_C77,Ependymocytes(Arc-Me),0.189845451052752
E18_3_C15,Clara Cell(Lung),0.485918791454629
E18_3_C15,AT1 Cell(Lung),0.422962814411699
E18_3_C15,Ciliated cell(Lung),0.409064636262418
E18_3_C15,AT2 Cell(Lung),0.396941270745698
E18_3_C15,Alveolar bipotent progenitor(Lung),0.390872313317206
E18_3_C15,Dividing cells(Lung),0.296294937384901
E18_3_C15,Epithelial Cells(Lung-Mesenchyme),0.291387565848808
E18_3_C15,Stromal cell_Inmt high(Lung),0.285795346109923
E18_3_C15,Epithelial cell_Sftpc high(Fetal_Lung),0.276600487053513
E18_3_C15,Stromal cell_Inmt high(Lung-Mesenchyme),0.219586402143295
E18_3_C15,Stromal cell_Aspn high(Lung-Mesenchyme),0.208688315481915
E18_3_C15,Ependymocytes(Arc-Me),0.170924095130087
E18_3_C40,Clara Cell(Lung),0.438476921797123
E18_3_C40,AT1 Cell(Lung),0.43153729342512
E18_3_C40,AT2 Cell(Lung),0.395285920508305
E18_3_C40,Alveolar bipotent progenitor(Lung),0.393852407690576
E18_3_C40,Ciliated cell(Lung),0.392665969481623
E18_3_C40,Epithelial cell_Sftpc high(Fetal_Lung),0.316811763437351
E18_3_C40,Dividing cells(Lung),0.304981706775364
E18_3_C40,Epithelial Cells(Lung-Mesenchyme),0.301910911436678
E18_3_C40,Stromal cell_Inmt high(Lung),0.272020271762816
E18_3_C40,Stromal cell_Inmt high(Lung-Mesenchyme),0.233897239356676
E18_3_C40,Stromal cell_Aspn high(Lung-Mesenchyme),0.231932204098263
E18_3_C40,Ependymocytes(Arc-Me),0.204806797296256
E18_3_C53,Clara Cell(Lung),0.461889461136235
E18_3_C53,AT1 Cell(Lung),0.408741125577896
E18_3_C53,Ciliated cell(Lung),0.402206923581199
E18_3_C53,AT2 Cell(Lung),0.395597527115955
E18_3_C53,Alveolar bipotent progenitor(Lung),0.385853137083117
E18_3_C53,Epithelial cell_Sftpc high(Fetal_Lung),0.32256515602059
E18_3_C53,Dividing cells(Lung),0.301945085983641
E18_3_C53,Stromal cell_Inmt high(Lung),0.277663567844862
E18_3_C53,Epithelial Cells(Lung-Mesenchyme),0.266713458654997
E18_3_C53,Stromal cell_Inmt high(Lung-Mesenchyme),0.213364087143647
E18_3_C53,Stromal cell_Aspn high(Lung-Mesenchyme),0.210435281279556
E18_3_C53,Ependymocytes(Arc-Me),0.18490913929539
E18_1_C53,Clara Cell(Lung),0.41370137105537
E18_1_C53,Ciliated cell(Lung),0.349323005094779
E18_1_C53,AT1 Cell(Lung),0.338307258392684
E18_1_C53,AT2 Cell(Lung),0.318838090497736
E18_1_C53,Alveolar bipotent progenitor(Lung),0.317109072392219
E18_1_C53,Dividing cells(Lung),0.248555163472514
E18_1_C53,Epithelial cell_Sftpc high(Fetal_Lung),0.241155141550716
E18_1_C53,Stromal cell_Inmt high(Lung),0.2296882937368
E18_1_C53,Epithelial Cells(Lung-Mesenchyme),0.220018483683858
E18_1_C53,Stromal cell_Inmt high(Lung-Mesenchyme),0.183479361704252
E18_1_C53,Stromal cell_Aspn high(Lung-Mesenchyme),0.173863078029574
E18_1_C53,Ependymocytes(Arc-Me),0.140662078712791
E18_1_C18,Clara Cell(Lung),0.434807103653481
E18_1_C18,Ciliated cell(Lung),0.342222389470985
E18_1_C18,AT2 Cell(Lung),0.325210930635639
E18_1_C18,AT1 Cell(Lung),0.319884015246865
E18_1_C18,Alveolar bipotent progenitor(Lung),0.310272873264859
E18_1_C18,Epithelial cell_Sftpc high(Fetal_Lung),0.299250004789312
E18_1_C18,Epithelial Cells(Lung-Mesenchyme),0.256554383377579
E18_1_C18,Dividing cells(Lung),0.252124083378685
E18_1_C18,Stromal cell_Inmt high(Lung),0.235256332342128
E18_1_C18,Stromal cell_Inmt high(Lung-Mesenchyme),0.190072157605125
E18_1_C18,Stromal cell_Aspn high(Lung-Mesenchyme),0.170283042406946
E18_1_C18,Ependymocytes(Arc-Me),0.149501829049615
E18_1_C47,Clara Cell(Lung),0.419662314591908
E18_1_C47,Ciliated cell(Lung),0.347852965047667
E18_1_C47,AT2 Cell(Lung),0.310987566749061
E18_1_C47,AT1 Cell(Lung),0.310357150147703
E18_1_C47,Alveolar bipotent progenitor(Lung),0.29661030387034
E18_1_C47,Epithelial cell_Sftpc high(Fetal_Lung),0.277848090470082
E18_1_C47,Dividing cells(Lung),0.237345129798227
E18_1_C47,Epithelial Cells(Lung-Mesenchyme),0.224700108117813
E18_1_C47,Stromal cell_Inmt high(Lung),0.224536931322895
E18_1_C47,Stromal cell_Inmt high(Lung-Mesenchyme),0.181714427559045
E18_1_C47,Stromal cell_Aspn high(Lung-Mesenchyme),0.169531952981813
E18_1_C47,Ependymocytes(Arc-Me),0.138027381368864
E18_1_C46,Clara Cell(Lung),0.450768701917802
E18_1_C46,Ciliated cell(Lung),0.398173401169341
E18_1_C46,AT1 Cell(Lung),0.37436330100918
E18_1_C46,AT2 Cell(Lung),0.367390963977507
E18_1_C46,Alveolar bipotent progenitor(Lung),0.353308244066497
E18_1_C46,Epithelial cell_Sftpc high(Fetal_Lung),0.320193970011271
E18_1_C46,Dividing cells(Lung),0.297394948920295
E18_1_C46,Epithelial Cells(Lung-Mesenchyme),0.256456189225098
E18_1_C46,Stromal cell_Inmt high(Lung),0.23355935486304
E18_1_C46,Stromal cell_Inmt high(Lung-Mesenchyme),0.198151258384607
E18_1_C46,Stromal cell_Aspn high(Lung-Mesenchyme),0.183067207285233
E18_1_C46,Ependymocytes(Arc-Me),0.155594884098288
E18_3_C36,Clara Cell(Lung),0.443652954801422
E18_3_C36,Ciliated cell(Lung),0.374245964835781
E18_3_C36,AT2 Cell(Lung),0.351504400078398
E18_3_C36,Alveolar bipotent progenitor(Lung),0.348708940139731
E18_3_C36,AT1 Cell(Lung),0.326401383648795
E18_3_C36,Dividing cells(Lung),0.270290079960404
E18_3_C36,Epithelial cell_Sftpc high(Fetal_Lung),0.266293780175069
E18_3_C36,Stromal cell_Inmt high(Lung),0.252211562733241
E18_3_C36,Epithelial Cells(Lung-Mesenchyme),0.217011438170863
E18_3_C36,Stromal cell_Inmt high(Lung-Mesenchyme),0.204505148293046
E18_3_C36,Stromal cell_Aspn high(Lung-Mesenchyme),0.185979060579644
E18_3_C36,Ependymocytes(Arc-Me),0.141944926794626
E18_1_C15,Clara Cell(Lung),0.445900421577663
E18_1_C15,Ciliated cell(Lung),0.368125856576354
E18_1_C15,AT2 Cell(Lung),0.362728052422633
E18_1_C15,Alveolar bipotent progenitor(Lung),0.34188179227243
E18_1_C15,AT1 Cell(Lung),0.332900293243841
E18_1_C15,Dividing cells(Lung),0.278806758025822
E18_1_C15,Epithelial cell_Sftpc high(Fetal_Lung),0.272988880793223
E18_1_C15,Epithelial Cells(Lung-Mesenchyme),0.235458667648328
E18_1_C15,Stromal cell_Inmt high(Lung),0.231283418008031
E18_1_C15,Stromal cell_Inmt high(Lung-Mesenchyme),0.186543485301852
E18_1_C15,Stromal cell_Aspn high(Lung-Mesenchyme),0.177509466679673
E18_1_C15,Ependymocytes(Arc-Me),0.139731479034304
E18_2_C81,AT2 Cell(Lung),0.352429790363219
E18_2_C81,Alveolar bipotent progenitor(Lung),0.338498156586695
E18_2_C81,Dividing cells(Lung),0.301576459146348
E18_2_C81,AT1 Cell(Lung),0.282634757456465
E18_2_C81,Epithelial cell_Sftpc high(Fetal_Lung),0.230087968909301
E18_2_C81,Clara Cell(Lung),0.220902292738928
E18_2_C81,Ciliated cell(Lung),0.210150659188194
E18_2_C81,Stromal cell_Inmt high(Lung),0.193178845967377
E18_2_C81,Stromal cell_Aspn high(Lung-Mesenchyme),0.118322719669563
E18_2_C81,Stromal cell_Inmt high(Lung-Mesenchyme),0.1137949463518
E18_2_C81,Epithelial Cells(Lung-Mesenchyme),0.108313436639967
E18_2_C81,Ependymocytes(Arc-Me),0.101940792621819
E18_3_C13,Ciliated cell(Lung),0.41777626409221
E18_3_C13,Clara Cell(Lung),0.31596496414353
E18_3_C13,Ependymocytes(Arc-Me),0.295061015135706
E18_3_C13,Epithelial cell_Sftpc high(Fetal_Lung),0.275093941928955
E18_3_C13,AT1 Cell(Lung),0.248769885549293
E18_3_C13,AT2 Cell(Lung),0.245626633994225
E18_3_C13,Alveolar bipotent progenitor(Lung),0.231494400575459
E18_3_C13,Dividing cells(Lung),0.218379437066673
E18_3_C13,Epithelial Cells(Lung-Mesenchyme),0.211031919134923
E18_3_C13,Stromal cell_Inmt high(Lung),0.195394281475225
E18_3_C13,Stromal cell_Inmt high(Lung-Mesenchyme),0.190619599741193
E18_3_C13,Stromal cell_Aspn high(Lung-Mesenchyme),0.182520105192773
E18_1_C62,Clara Cell(Lung),0.371598163715569
E18_1_C62,Ciliated cell(Lung),0.340278389074063
E18_1_C62,AT1 Cell(Lung),0.262652191815857
E18_1_C62,Alveolar bipotent progenitor(Lung),0.257414630449732
E18_1_C62,AT2 Cell(Lung),0.256770889251554
E18_1_C62,Epithelial cell_Sftpc high(Fetal_Lung),0.24436984069321
E18_1_C62,Dividing cells(Lung),0.218733082406216
E18_1_C62,Stromal cell_Inmt high(Lung),0.190284902397667
E18_1_C62,Epithelial Cells(Lung-Mesenchyme),0.186211021018147
E18_1_C62,Stromal cell_Inmt high(Lung-Mesenchyme),0.162205454814211
E18_1_C62,Stromal cell_Aspn high(Lung-Mesenchyme),0.147202796815801
E18_1_C62,Ependymocytes(Arc-Me),0.136782779565394
E18_2_C30,AT1 Cell(Lung),0.463319172462519
E18_2_C30,AT2 Cell(Lung),0.433012254106861
E18_2_C30,Alveolar bipotent progenitor(Lung),0.414528618328865
E18_2_C30,Epithelial cell_Sftpc high(Fetal_Lung),0.361274802115983
E18_2_C30,Dividing cells(Lung),0.332327556286207
E18_2_C30,Clara Cell(Lung),0.324908098978458
E18_2_C30,Ciliated cell(Lung),0.297077636902848
E18_2_C30,Stromal cell_Inmt high(Lung),0.283319209721259
E18_2_C30,Epithelial Cells(Lung-Mesenchyme),0.261700793424983
E18_2_C30,Stromal cell_Inmt high(Lung-Mesenchyme),0.214107356212087
E18_2_C30,Stromal cell_Aspn high(Lung-Mesenchyme),0.203870042845674
E18_2_C30,Ependymocytes(Arc-Me),0.180443030260035
E18_3_C29,AT1 Cell(Lung),0.488371601639687
E18_3_C29,AT2 Cell(Lung),0.439019078961964
E18_3_C29,Alveolar bipotent progenitor(Lung),0.43317754326219
E18_3_C29,Clara Cell(Lung),0.360205688133378
E18_3_C29,Epithelial cell_Sftpc high(Fetal_Lung),0.359704430053928
E18_3_C29,Dividing cells(Lung),0.348465227533853
E18_3_C29,Ciliated cell(Lung),0.330634021241072
E18_3_C29,Stromal cell_Inmt high(Lung),0.294619415627433
E18_3_C29,Epithelial Cells(Lung-Mesenchyme),0.290437109204089
E18_3_C29,Stromal cell_Inmt high(Lung-Mesenchyme),0.224711068779348
E18_3_C29,Stromal cell_Aspn high(Lung-Mesenchyme),0.222307314555892
E18_3_C29,Ependymocytes(Arc-Me),0.19019115155356
E18_2_C15,AT1 Cell(Lung),0.491440165212965
E18_2_C15,AT2 Cell(Lung),0.456823065018592
E18_2_C15,Alveolar bipotent progenitor(Lung),0.430872635139026
E18_2_C15,Dividing cells(Lung),0.362481403863059
E18_2_C15,Clara Cell(Lung),0.341394041278003
E18_2_C15,Epithelial cell_Sftpc high(Fetal_Lung),0.332795215528875
E18_2_C15,Ciliated cell(Lung),0.31940393152993
E18_2_C15,Stromal cell_Inmt high(Lung),0.291577452476413
E18_2_C15,Epithelial Cells(Lung-Mesenchyme),0.264695453782556
E18_2_C15,Stromal cell_Inmt high(Lung-Mesenchyme),0.214144190603118
E18_2_C15,Stromal cell_Aspn high(Lung-Mesenchyme),0.207356021222944
E18_2_C15,Ependymocytes(Arc-Me),0.182384345819371
E18_2_C32,AT1 Cell(Lung),0.4703527911633
E18_2_C32,AT2 Cell(Lung),0.468247745070508
E18_2_C32,Alveolar bipotent progenitor(Lung),0.450719125016022
E18_2_C32,Dividing cells(Lung),0.367028006582863
E18_2_C32,Epithelial cell_Sftpc high(Fetal_Lung),0.363034043692303
E18_2_C32,Clara Cell(Lung),0.352190391215284
E18_2_C32,Ciliated cell(Lung),0.321150375899005
E18_2_C32,Stromal cell_Inmt high(Lung),0.29034459085468
E18_2_C32,Epithelial Cells(Lung-Mesenchyme),0.276607110735113
E18_2_C32,Stromal cell_Aspn high(Lung-Mesenchyme),0.220905539365978
E18_2_C32,Stromal cell_Inmt high(Lung-Mesenchyme),0.212312864102078
E18_2_C32,Ependymocytes(Arc-Me),0.176740603029286
E18_3_C23,AT2 Cell(Lung),0.5459875810424
E18_3_C23,Alveolar bipotent progenitor(Lung),0.476795287138601
E18_3_C23,Dividing cells(Lung),0.430082723997002
E18_3_C23,AT1 Cell(Lung),0.419134295985743
E18_3_C23,Clara Cell(Lung),0.413213100049679
E18_3_C23,Ciliated cell(Lung),0.373042293484654
E18_3_C23,Epithelial cell_Sftpc high(Fetal_Lung),0.349962309697113
E18_3_C23,Stromal cell_Inmt high(Lung),0.32101996776024
E18_3_C23,Epithelial Cells(Lung-Mesenchyme),0.248043742044882
E18_3_C23,Stromal cell_Inmt high(Lung-Mesenchyme),0.212174473053773
E18_3_C23,Stromal cell_Aspn high(Lung-Mesenchyme),0.205200296964578
E18_3_C23,Ependymocytes(Arc-Me),0.171872088149738
E18_3_C80,AT2 Cell(Lung),0.499167519184939
E18_3_C80,AT1 Cell(Lung),0.463028425164805
E18_3_C80,Alveolar bipotent progenitor(Lung),0.461396520111944
E18_3_C80,Dividing cells(Lung),0.387513670025408
E18_3_C80,Clara Cell(Lung),0.387068861749829
E18_3_C80,Ciliated cell(Lung),0.35100075807519
E18_3_C80,Epithelial cell_Sftpc high(Fetal_Lung),0.330114606795414
E18_3_C80,Stromal cell_Inmt high(Lung),0.292063236261551
E18_3_C80,Epithelial Cells(Lung-Mesenchyme),0.249719899854072
E18_3_C80,Ependymocytes(Arc-Me),0.193934831837013
E18_3_C80,Stromal cell_Inmt high(Lung-Mesenchyme),0.185668839339425
E18_3_C80,Stromal cell_Aspn high(Lung-Mesenchyme),0.180655047510748
E18_1_C09,AT2 Cell(Lung),0.51750067654739
E18_1_C09,AT1 Cell(Lung),0.478021816416827
E18_1_C09,Alveolar bipotent progenitor(Lung),0.473674246886781
E18_1_C09,Dividing cells(Lung),0.395159423677063
E18_1_C09,Clara Cell(Lung),0.386733150639138
E18_1_C09,Ciliated cell(Lung),0.358369325254557
E18_1_C09,Epithelial cell_Sftpc high(Fetal_Lung),0.335950282925292
E18_1_C09,Stromal cell_Inmt high(Lung),0.289765207986926
E18_1_C09,Epithelial Cells(Lung-Mesenchyme),0.250005265603537
E18_1_C09,Ependymocytes(Arc-Me),0.194199285995593
E18_1_C09,Stromal cell_Inmt high(Lung-Mesenchyme),0.190853975422469
E18_1_C09,Stromal cell_Aspn high(Lung-Mesenchyme),0.181634168981508
E18_3_C10,AT1 Cell(Lung),0.509481003656879
E18_3_C10,AT2 Cell(Lung),0.506862211670398
E18_3_C10,Alveolar bipotent progenitor(Lung),0.47183244345037
E18_3_C10,Clara Cell(Lung),0.391943206955097
E18_3_C10,Dividing cells(Lung),0.390626930391137
E18_3_C10,Epithelial cell_Sftpc high(Fetal_Lung),0.379117232554972
E18_3_C10,Ciliated cell(Lung),0.375086543891555
E18_3_C10,Stromal cell_Inmt high(Lung),0.308182222654614
E18_3_C10,Epithelial Cells(Lung-Mesenchyme),0.285307521346364
E18_3_C10,Stromal cell_Inmt high(Lung-Mesenchyme),0.227316964985756
E18_3_C10,Stromal cell_Aspn high(Lung-Mesenchyme),0.224966212503592
E18_3_C10,Ependymocytes(Arc-Me),0.220518853765049
E18_3_C48,AT2 Cell(Lung),0.499109842227192
E18_3_C48,Alveolar bipotent progenitor(Lung),0.480837791001126
E18_3_C48,AT1 Cell(Lung),0.471102442997064
E18_3_C48,Dividing cells(Lung),0.392313317529632
E18_3_C48,Clara Cell(Lung),0.38697354211994
E18_3_C48,Ciliated cell(Lung),0.357339648072089
E18_3_C48,Epithelial cell_Sftpc high(Fetal_Lung),0.326402580126834
E18_3_C48,Stromal cell_Inmt high(Lung),0.307501526611135
E18_3_C48,Epithelial Cells(Lung-Mesenchyme),0.26979894729471
E18_3_C48,Stromal cell_Inmt high(Lung-Mesenchyme),0.21917605676629
E18_3_C48,Stromal cell_Aspn high(Lung-Mesenchyme),0.216620979937652
E18_3_C48,Ependymocytes(Arc-Me),0.189363487998392
E18_1_C33,AT1 Cell(Lung),0.491835569134135
E18_1_C33,AT2 Cell(Lung),0.482671188051943
E18_1_C33,Alveolar bipotent progenitor(Lung),0.45375331468652
E18_1_C33,Dividing cells(Lung),0.382788918033677
E18_1_C33,Clara Cell(Lung),0.368955551078352
E18_1_C33,Epithelial cell_Sftpc high(Fetal_Lung),0.340290475940723
E18_1_C33,Ciliated cell(Lung),0.338193757665411
E18_1_C33,Stromal cell_Inmt high(Lung),0.296083675759196
E18_1_C33,Epithelial Cells(Lung-Mesenchyme),0.282291595172455
E18_1_C33,Stromal cell_Aspn high(Lung-Mesenchyme),0.221187194341301
E18_1_C33,Stromal cell_Inmt high(Lung-Mesenchyme),0.217153900819081
E18_1_C33,Ependymocytes(Arc-Me),0.195811928438344
E18_2_C11,AT2 Cell(Lung),0.525151912709241
E18_2_C11,Alveolar bipotent progenitor(Lung),0.469393931876876
E18_2_C11,AT1 Cell(Lung),0.435225793941525
E18_2_C11,Dividing cells(Lung),0.423395697625501
E18_2_C11,Clara Cell(Lung),0.384235963735229
E18_2_C11,Ciliated cell(Lung),0.339731556762255
E18_2_C11,Epithelial cell_Sftpc high(Fetal_Lung),0.320716220435153
E18_2_C11,Stromal cell_Inmt high(Lung),0.277170111657041
E18_2_C11,Epithelial Cells(Lung-Mesenchyme),0.169701470606685
