barcode	B_cell	CD4_Tcell	CD8_Tcell	Neutrophil	Macrophage	Dendritic
TCGA-KL-8323-01	0.0946283089154644	0.108337752166578	0.202262725529644	0.109738179426816	0.0369556203224999	0.449038365170569
TCGA-KL-8324-11	0.11994965968083	0.175790652792388	0.189856839177697	0.125519325190091	0.0490088691119843	0.563384175141639
TCGA-KL-8324-01	0.0761443359577819	0.112892939001227	0.19798990581833	0.107687535022284	0.0335292549991947	0.446329161702569
TCGA-KL-8325-01	0.102200865478893	0.082541054558658	0.238241965207092	0.102257676610089	0.0878383561787278	0.465910318209685
TCGA-KL-8326-11	0.199018372814469	0.185392956121084	0.184026681862867	0.124147715234841	0.0570364968493927	0.48253452966049
TCGA-KL-8326-01	0.0760213032247507	0.110042277661157	0.184766854472202	0.105538718346649	0.0305345878142656	0.429048395971897
TCGA-KL-8327-01	0.0784447540771217	0.107675764455133	0.171407488588048	0.109097037205329	0	0.413624116166209
TCGA-KL-8328-01	0.0891547912327756	0.103211341808204	0.180350840676307	0.10761156269239	0	0.426880570237917
TCGA-KL-8329-11	0.125758097887571	0.223362522604193	0.144375363528573	0.118369613203895	0.0760644400534268	0.548863844391591
TCGA-KL-8329-01	0.108668054917268	0.118762849410173	0.192345985132672	0.104501420608616	0.0579590231940966	0.492183180149759
TCGA-KL-8330-01	0.0845899170398613	0.102418022740093	0.20435237326157	0.103913716282642	0.0598416648591188	0.432664195051516
TCGA-KL-8331-01	0.0886853567796914	0.10831439471802	0.18139191615516	0.105944431636215	0.0152736868884055	0.43227652778425
TCGA-KL-8332-11	0.104962878138498	0.134664937244498	0.17703303874294	0.116396942308407	0.0163424540133117	0.49019331704907
TCGA-KL-8332-01	0.103712583445014	0.11197148537579	0.208169744916243	0.107462087645062	0.0359723015781872	0.477138099585139
TCGA-KL-8333-01	0.145451266240301	0.109454371812238	0.287499831483398	0.127518890075237	0.116597324499562	0.564201645097483
TCGA-KL-8334-01	0.0938837862433759	0.114058456480881	0.193847248588053	0.105065202948344	0.0581696693814107	0.472905912533365
TCGA-KL-8335-01	0.0886178243376201	0.104620778981126	0.187552659447325	0.107083542123653	0.0176080142067216	0.439631532971601
TCGA-KL-8336-11	0.100211189260418	0.254715259324134	0.157141592086645	0.160471829710356	0.0853495126760737	0.64487701876187
TCGA-KL-8336-01	0.103464191384336	0.112458932766304	0.201622236973932	0.113241758287506	0.0362430638933445	0.474691149887345
TCGA-KL-8337-01	0.0931373989179841	0.0989117799725267	0.203509843282891	0.113041240479372	0.00337199281995663	0.456615133250697
TCGA-KL-8338-01	0.0909759394236684	0.107841860656092	0.177008196663069	0.100102743272728	0.0248007471644386	0.458441308938574
TCGA-KL-8339-11	0.121887862659068	0.159996388957868	0.162057548416255	0.111172825068348	0.056896838675046	0.530846032450977
TCGA-KL-8339-01	0.103740791302344	0.108490545393102	0.198356751680734	0.109835234799655	0.0313704070798223	0.471882610180436
TCGA-KL-8340-01	0.085119125132118	0.10214329965162	0.19893426737955	0.102160498894934	0.0522700637953343	0.44139930362137
TCGA-KL-8341-01	0.108972775819318	0.0977591588640122	0.218245233034612	0.105846782892833	0.0526263089586668	0.453854728280797
TCGA-KL-8342-01	0.0967994411668758	0.112945216508074	0.198517883695072	0.105401197943292	0.0455228363961991	0.471011924521883
TCGA-KL-8343-01	0.099317571560148	0.11817363237032	0.209607660955132	0.0997784492068875	0.0896786517301063	0.464201238150349
TCGA-KL-8344-01	0.125157893270823	0.136538377092832	0.226209336338235	0.101925439101259	0.118503380720526	0.521738408721789
TCGA-KL-8345-01	0.0897034707713651	0.100142221151088	0.209950478538026	0.107687672854799	0.0329473748793036	0.459869338266963
TCGA-KL-8346-01	0.0767276781003072	0.10531156571337	0.179481466160745	0.102897335096224	0.017784452432103	0.438465042216947
TCGA-KM-8438-01	0.0865471992929119	0.114552105770865	0.180941636576458	0.109915129560406	0.00804441896574833	0.446097330435321
TCGA-KM-8439-01	0.0972165357278261	0.125211446446092	0.184562762273664	0.116508313594442	0.0385646112687089	0.4689575405764
TCGA-KM-8440-01	0.0912543961307591	0.103942399661702	0.200618245976779	0.105985724749858	0.0268301922829933	0.4402097565491
TCGA-KM-8441-01	0.101105704774966	0.102963705710131	0.233099115286883	0.126136866239523	0.0292425671088466	0.577755695326803
TCGA-KM-8442-01	0.0902363248173411	0.104527797503761	0.222814663323442	0.112881690689358	0.0395689579477444	0.510313575901194
TCGA-KM-8443-01	0.0805241312883131	0.102623951484359	0.190479687535192	0.107154086470595	0.0120731287066152	0.439578788867661
TCGA-KM-8476-01	0.0832155189218852	0.105573202772692	0.174253880849639	0.105920568034083	0	0.425073004186159
TCGA-KM-8477-01	0.115352469490859	0.0984045209364331	0.212054265335429	0.107382250231976	0.0474650182095329	0.492487104167265
TCGA-KM-8639-01	0.125742289040578	0.127677933995513	0.223644482109687	0.129861661128663	0.0620841393226897	0.523193646485059
TCGA-KN-8418-01	0.0938074058242622	0.102794886668827	0.206138204510122	0.106612449869769	0.0386879428561156	0.437047314583965
TCGA-KN-8419-11	0.108323054280807	0.102744100177073	0.299198602454481	0.140497287384392	0.0315992308215562	0.601153188541837
TCGA-KN-8419-01	0.109591119571052	0.11392174684259	0.210449380902261	0.127077485807714	0.0161322235160366	0.547016649442841
TCGA-KN-8421-01	0.0950004900210093	0.106516546485367	0.21101010640987	0.103692764388097	0.0605319512268131	0.435198851282237
TCGA-KN-8422-11	0.122696783333828	0.131822444129768	0.249031575819607	0.139371978020416	0.0705566340183667	0.490416711735763
TCGA-KN-8422-01	0.0844004201781742	0.103722656661005	0.195303284336467	0.107131858663531	0.0251841003135064	0.43947407657481
TCGA-KN-8423-11	0.110292094396793	0.156161364818761	0.243995384974873	0.130000246999155	0.110447403343453	0.545515845213311
TCGA-KN-8423-01	0.101373123881193	0.129852017346296	0.205854987630459	0.110209123270495	0.0965693365404511	0.450421496803299
TCGA-KN-8424-11	0.110058719917193	0.132108999016347	0.242230360901067	0.128800868968588	0.073437070567319	0.496302872659928
TCGA-KN-8424-01	0.134793405954346	0.0923005868066002	0.211817075483868	0.101786742549879	0.0643198374541536	0.520814847288412
TCGA-KN-8425-11	0.117167323041128	0.129677208817637	0.231762515397626	0.129532242754255	0.0825001012162876	0.477569415848577
TCGA-KN-8425-01	0.128412070036115	0.101700221512148	0.192161436055231	0.0952118046815692	0.0818878958253105	0.50294634978186
TCGA-KN-8426-11	0.128075966689732	0.116016584366238	0.301184681183914	0.143950072526715	0.0936684750657005	0.599731547045633
TCGA-KN-8426-01	0.10061806446639	0.122298057803429	0.182301660402629	0.111765735458344	0.0203680606575188	0.481339562489937
TCGA-KN-8427-11	0.104883533945809	0.148042289651102	0.239099637349181	0.133121521301137	0.0783209996940792	0.550060886778652
TCGA-KN-8427-01	0.0834764336426855	0.160393490113742	0.245659220363297	0.0862823204274251	0.199936309296387	0.608025250833622
TCGA-KN-8428-11	0.117121971290171	0.162044111308393	0.215126698480254	0.124067844788404	0.0886896361234072	0.523789400681229
TCGA-KN-8428-01	0.118068279663689	0.124319814890168	0.193168516549154	0.112394192343316	0.0129232719035593	0.465851324377922
TCGA-KN-8429-11	0.0903535624880379	0.104930938918245	0.269647674776917	0.135415031454857	0.0138445463080044	0.656945347257691
TCGA-KN-8429-01	0.120661041771575	0.0938446124524538	0.212287911861753	0.101832506317814	0.0369105260457369	0.491837801834221
TCGA-KN-8430-11	0.087945349849916	0.119023650806196	0.231021140284284	0.128921731753884	0.0636410510126146	0.499001516430967
TCGA-KN-8430-01	0.10316581152092	0.117981824935239	0.204156251110299	0.106699006993594	0.0670367539620272	0.476880136725918
TCGA-KN-8431-11	0.104664884139983	0.128983686341584	0.246357382353034	0.131722622301454	0.0964607142692913	0.471812921423453
TCGA-KN-8431-01	0.0805770808280822	0.107965510155904	0.195702859605762	0.106495312372987	0.0239074681337946	0.434230746239333
TCGA-KN-8432-11	0.104614596573045	0.125493093557151	0.243194931191012	0.131742981325149	0.0510314018391706	0.528044712149564
TCGA-KN-8432-01	0.111733713259869	0.105933246792353	0.248346320382488	0.112766936294861	0.072501837792851	0.470137476325752
TCGA-KN-8433-11	0.108832879459253	0.140252136942967	0.212309959078139	0.126612656443774	0.0521308824299211	0.506981797957801
TCGA-KN-8433-01	0.0853898814884375	0.128593862415096	0.158341335212626	0.105692866613801	0.0388214790759054	0.447839064308646
TCGA-KN-8434-11	0.122596461860735	0.149735108665033	0.200967048577612	0.117546816142444	0.0677789610669646	0.499526417841307
TCGA-KN-8434-01	0.106160963672264	0.115294953884826	0.188600785615505	0.106404639461327	0.0719884650386922	0.477207157676098
TCGA-KN-8435-11	0.137047590642918	0.179292492778108	0.189498329366526	0.121708609170723	0.0921156180622712	0.532726931842402
TCGA-KN-8435-01	0.101486509434978	0.104030922003732	0.213107309587913	0.106936538939868	0.0372017004009205	0.450636063972019
TCGA-KN-8436-11	0.115924256139174	0.128919789500393	0.230611704341869	0.132948156471298	0.0816101831065705	0.491629125361667
TCGA-KN-8436-01	0.102908109273341	0.101012451701951	0.220133788155863	0.113943116846753	0.00307657315342492	0.454385023439236
TCGA-KN-8437-11	0.158614852011941	0.225363672230327	0.250100715332112	0.138402199981001	0.116470018483582	0.590322386547405
TCGA-KN-8437-01	0.104107762231969	0.126353588751201	0.19744762669476	0.114557281673423	0.0473498282937802	0.506699018395479
TCGA-KO-8403-11	0.124826830490118	0.13382491422916	0.239883648123608	0.136576460175981	0.0604136283103867	0.502046824508397
TCGA-KO-8403-01	0.12132709937566	0.110357654086975	0.178931198261571	0.108370778910572	0	0.500091872068916
TCGA-KO-8404-01	0.0675044312505569	0.238670169153394	0.103854072396046	0.141602038628283	0.197893973119829	0.602944615613716
TCGA-KO-8405-01	0.127003643092316	0.123082090064872	0.151576671303791	0.101125024274287	0.0753952569956976	0.631036752255121
TCGA-KO-8406-01	0.107369934493342	0.0955114484034672	0.206579140761355	0.101637730742218	0.0459626629352081	0.466364284757868
TCGA-KO-8407-01	0.0906466492399161	0.117824421911596	0.193399459984815	0.106293987566731	0.0529107117414462	0.447514867081839
TCGA-KO-8408-01	0.086837932177879	0.116891749448471	0.170793264960483	0.10828086123991	0.00537762870618841	0.443554231816601
TCGA-KO-8409-01	0.0832295965928502	0.114195565233607	0.161762065082412	0.104586588607033	0.000594152704146528	0.426782801093304
TCGA-KO-8410-01	0.0972440397983138	0.123234365076971	0.246582915080001	0.107018996358722	0.106777700071178	0.479881861432482
TCGA-KO-8411-01	0.0892124747257312	0.0999557601285269	0.210229727709722	0.102493312619393	0.0810710873055864	0.441532514541268
TCGA-KO-8413-01	0.122951850982051	0.149806742427356	0.16128007296286	0.10201370943754	0.0717681362499547	0.55419751124396
TCGA-KO-8414-01	0.0996224349289599	0.112356056489614	0.18977365408012	0.10702531791661	0.0212294000699526	0.466730747946656
TCGA-KO-8415-11	0.117260207314083	0.129818266716492	0.249472417011305	0.127272688435943	0.0822856290423355	0.496945293091891
TCGA-KO-8415-01	0.0889710240155925	0.145260260759766	0.147409596610107	0.106756038595795	0.0373224744022291	0.478568139707214
TCGA-KO-8416-01	0.0869986929105142	0.110049646745347	0.182135126727978	0.10630282415588	0.0255068555783238	0.447948836219576
TCGA-KO-8417-01	0.0898278640201328	0.0977101113741414	0.221402211831778	0.106005296533865	0.0594401786975373	0.433748239188422
TCGA-2F-A9KO-01	0.14157396529586	0.151345560250201	0.213905567607065	0.155901202855363	0.034527710299954	0.517588138229889
TCGA-2F-A9KP-01	0.0932834136732514	0.0745634777800424	0.128937241962653	0.0737046023182525	0.0161270609251605	0.334085020833702
TCGA-2F-A9KQ-01	0.0784403859474648	0.0767753890877119	0.145196819974508	0.0745955154751977	0.0435950687080978	0.361550787006147
TCGA-2F-A9KR-01	0.0989344220745629	0.111038388041319	0.140616386274524	0.0974145941296361	0.0535804006648463	0.339275012588529
TCGA-2F-A9KT-01	0.0626154718289267	0.073000329829937	0.224184160445653	0.10220951164218	0.0490592325371487	0.437243556790203
TCGA-2F-A9KW-01	0.0971306784936362	0.115227108968063	0.123777477429989	0.116091846456242	0.129323470381687	0.417981143501021
TCGA-4Z-AA7M-01	0.0679577680298944	0.109526699126481	0.127994410552473	0.0683247068812991	0.077660978868259	0.294752749773523
TCGA-4Z-AA7N-01	0.667447616784899	0.608531141317408	0.0928250025765062	0.234703232102645	0	0.789964173006571
TCGA-4Z-AA7O-01	0.0960130803737159	0.100500254474358	0.172658501016498	0.0984417615071028	0	0.390011674717209
TCGA-4Z-AA7Q-01	0.118407822962062	0.09730079251517	0.22190469846709	0.138149489817813	0.0390135475050029	0.550911550309996
TCGA-4Z-AA7R-01	0.1051911056663	0.0880550870759182	0.136085623088632	0.0753624804328093	0.0341211020238431	0.400089099080019
TCGA-4Z-AA7S-01	0.111304212401022	0.0379119586579047	0.198355596386611	0.0603359227892372	0.0372458866647916	0.326315393825363
TCGA-4Z-AA7W-01	0.246944235754661	0.0774670339690866	0.440084085053779	0.18249328625183	0	0.833373684971296
TCGA-4Z-AA7Y-01	0.0886941590268692	0.061210059577317	0.211143379054914	0.0883378372834697	0.0924493737274317	0.384473631118743
TCGA-4Z-AA80-01	0.0951920880454477	0.0489050864624901	0.173328797669747	0.093559822652638	0.00843427174985833	0.360846891597296
TCGA-4Z-AA81-01	0.00353478903353098	0.109525490957697	0.260138257891527	0.120221205029591	0	0.551712985758435
TCGA-4Z-AA82-01	0.0154864916239091	0.140739494192568	0.366005313735763	0.147365842849989	0.0427952773600542	0.723066457580851
TCGA-4Z-AA83-01	0.0737939909906325	0.143158931456665	0.0650032248950617	0.11488968842119	0	0.415466704531861
TCGA-4Z-AA84-01	0.0111373644969389	0.146886980626684	0.186672032688389	0.0561369792672726	0.0292351264129919	0.467000643363303
TCGA-4Z-AA86-01	0.0127916865446062	0.179691818292511	0.281281237211275	0.306013774112835	0.105224443062517	0.856107473658294
TCGA-4Z-AA87-01	0.0600231736924668	0.10154430094291	0.0778571530709722	0.0675775718558086	0	0.338409795764168
TCGA-4Z-AA89-01	0.078377397747256	0.113794192684268	0.0878798686977463	0.0704921181514957	0	0.330359815141426
TCGA-5N-A9KI-01	0.0774684383175045	0.178407357049286	0.23525253364189	0.124829623315289	0.253350532242652	0.46384681625548
TCGA-5N-A9KM-01	0.124099918171387	0.0392959797725734	0.227067086796156	0.138997773174808	0.176237700395347	0.392506744381516
TCGA-BL-A0C8-01	0.0995420505331813	0.0820633242905531	0.149766029967247	0.0776688199499627	0.0377777542325083	0.375590421746459
TCGA-BL-A13I-01	0	0.288034034021042	0.0907665765294607	0.230126418757741	0.708587032478888	0.796897028662213
TCGA-BL-A13J-11	0.0105919327057928	0.114630118996075	0.306590872676346	0.193667780745651	0.0773450707295613	0.641206742048827
