barcode	B_cell	CD4_Tcell	CD8_Tcell	Neutrophil	Macrophage	Dendritic
TCGA-BL-A13J-01	0.060026288237652	0.113177558822619	0.135916413671153	0.0694981246211511	0.0687718692985728	0.367607726364403
TCGA-BL-A3JM-01	0.0956541647038841	0.110459813694372	0.20917482564489	0.0974774772480319	0.0878994563976872	0.398934341574639
TCGA-BL-A5ZZ-01	0	0.107890177374208	0.322055835808717	0.172292078362988	0.198345488297507	0.581813334041987
TCGA-BT-A0S7-01	0.0725766054122837	0.0818711659312468	0.154743251149154	0.0529654159313962	0.0383041092159508	0.352736684396565
TCGA-BT-A0YX-01	0.0928556445044118	0.09310150199286	0.201755718076338	0.128277214380713	0.0582907467583083	0.44931801857972
TCGA-BT-A20J-01	0.296296399014442	0.136452600081168	0.285327054700989	0.266207255275488	0.0338183038822193	1.04776302204781
TCGA-BT-A20N-11	0.000795934584477932	0.101160811672247	0.271407111975773	0.199358221155229	0	0.719574816461143
TCGA-BT-A20N-01	0.120930472001602	0.0644400248105938	0.212552917229091	0.0585069324025216	0.0651021284609251	0.352811405882646
TCGA-BT-A20O-01	0.43031602240349	0.111308245950478	0.844468422976309	0.365467990622933	0.235546036966867	1.64440427403354
TCGA-BT-A20P-01	0.0615002556617994	0.102195920609654	0.0682183333667647	0.074274198413507	0	0.30880360519801
TCGA-BT-A20Q-11	0.0135186859155998	0.0977803636799073	0.267316801127027	0.134002996303201	0	0.732147683904621
TCGA-BT-A20Q-01	0.115176541249019	0.13851024875909	0.175794346918125	0.142161451451892	0.0676706003578725	0.47597863541859
TCGA-BT-A20R-11	0	0.0464878832686849	0.301276823107864	0.231516282530023	0	0.674414522195128
TCGA-BT-A20R-01	0.028952337196495	0.10054451010704	0.208429687985518	0.120925947881985	0.362247688047613	0.413787516544549
TCGA-BT-A20T-01	0.0860504951202447	0.114343746141427	0.141355658700724	0.0934036956777144	0.0792371676020467	0.40822817951081
TCGA-BT-A20U-11	0.0473611155404901	0.102751892709674	0.202251569682524	0.070018995183885	0.00481803746289871	0.377352315940412
TCGA-BT-A20U-01	0.109233133087073	0.132673751580946	0.13282767088125	0.126373801005424	0.0441905615938551	0.417166907763749
TCGA-BT-A20V-01	0.102302738860447	0.0940425595039221	0.272049884914043	0.151472811614532	0.0955703968924796	0.457167998931018
TCGA-BT-A20W-11	0.0517580339366018	0.164382868639717	0.404813756772973	0.185045349395024	0.0767560453522268	0.694597226884389
TCGA-BT-A20W-01	0.0888141500558533	0.125486339103539	0.158636008650294	0.0884174893248743	0.00114013701754415	0.386583694568039
TCGA-BT-A20X-01	0.0767695561158377	0.0902110860067193	0.237481012114982	0.0951032068621755	0.033966479927021	0.480899697648021
TCGA-BT-A2LA-11	0	0.0499184560637758	0.278772881494168	0.146219384494014	0	0.420705868267369
TCGA-BT-A2LA-01	0.0755027503448431	0.120885740817476	0.136966087826212	0.0581780585924811	0.0201727239143559	0.328603203788887
TCGA-BT-A2LB-11	0.0823528010396905	0.100771951943998	0.230115989837724	0.120108907467109	0.0524897607491873	0.3800201247544
TCGA-BT-A2LB-01	0.0528205028385596	0.132841867079284	0.179524776973991	0.156568005792506	0.174119721993218	0.388376318276699
TCGA-BT-A2LD-01	0.106443838888778	0.105724817236317	0.138544855383279	0.0971914773969634	0.0993270909470685	0.37234844274394
TCGA-BT-A3PH-01	0.0405178350648673	0.0873966555266201	0.113339776510375	0.0625481996953329	0.0592931316528198	0.429641878206924
TCGA-BT-A3PJ-01	0.150185327997492	0.132700850826419	0.15939270133573	0.191157180182342	0.0314661108637635	0.718201746748355
TCGA-BT-A3PK-01	0.0796908751268337	0.0726508380644286	0.303644892417083	0.176512804765417	0.00329219652257884	0.57944456831116
TCGA-BT-A42C-01	0.0898128596965891	0.07277343718817	0.135375879637819	0.0825780123771904	0.0455077209972066	0.330367941905565
TCGA-BT-A42E-01	0.0807165893192101	0.23842637431856	0.109049890064371	0.157556275399606	0	0.615069594163025
TCGA-BT-A42F-01	0.0290080418650231	0.093609684679046	0.217200448961804	0.156491946891971	0	0.606836327284947
TCGA-C4-A0EZ-01	0.0134236986875116	0.200498241864488	0.0425102698816135	0.0451209312120364	0.0337904539042748	0.290205135076011
TCGA-C4-A0F0-01	0.0580590634792828	0.0550142824223971	0.264978464104361	0.106648972735701	0.057458779147282	0.533635406037667
TCGA-C4-A0F1-01	0.0185477111367006	0.0864272624757973	0.229164477925245	0.0962354866369041	0.0220050141092738	0.460753672860479
TCGA-C4-A0F6-01	0.0774283581576418	0.0868922035266624	0.147191572936772	0.0575971972038916	0.0791718406605461	0.350721548246447
TCGA-C4-A0F7-01	0.0874535357413675	0.103556008432277	0.164954435449517	0.0554833210862772	0.0423277764132809	0.378637073483472
TCGA-CF-A1HR-01	0.0985345821593851	0.0981007889041254	0.155035331473676	0.0761196085830017	0.1507852293232	0.372296159187478
TCGA-CF-A1HS-01	0.111318463521656	0.0835294030553354	0.268516799682496	0.111290509899778	0.0792498811611106	0.613922625272021
TCGA-CF-A27C-01	0.0934172206947346	0.0730781489727536	0.127760209072415	0.0575541275260264	0.0288158508712911	0.305285744703108
TCGA-CF-A3MF-01	0.0391987183967493	0.0625407863128953	0.0495777635692661	0.0393608743539061	0	0.187344973679498
TCGA-CF-A3MG-01	0.112542383122326	0.0699344050849799	0.144743143278231	0.0674491798773952	0.0928016071805145	0.296040723978842
TCGA-CF-A3MH-01	0.0940904642080715	0.108227545726528	0.0908225693523902	0.0681574457637344	0.0106500936181865	0.319429256749422
TCGA-CF-A3MI-01	0.0510147633798665	0.0881845679462235	0.0776295886034889	0.0522711716440003	0	0.267732063729653
TCGA-CF-A47S-01	0.0848598218971914	0.124960137279251	0.0991402683356799	0.0940697856747821	0	0.377943653584512
TCGA-CF-A47T-01	0.0747488966659179	0.103350127266045	0.0927223535691863	0.046455774928228	0	0.289459061269082
TCGA-CF-A47V-01	0.0681726619451785	0.122049942113002	0.130211537608658	0.0878895134936903	0	0.327304875454121
TCGA-CF-A47W-01	0.0846865878795564	0.113437618656007	0.0505236949691291	0.0569200493100716	0	0.299347121801669
TCGA-CF-A47X-01	0.101184058004371	0.0722598805641912	0.0821206803051106	0.0711089682278681	0	0.270370432268992
TCGA-CF-A47Y-01	0.0501121597923805	0.118751163265437	0.0714212924869855	0.0468624605815249	0	0.295836649589692
TCGA-CF-A5U8-01	0.0729746090433926	0.118158119190683	0.0738029106573283	0.0592237646183446	0	0.317518152584754
TCGA-CF-A5UA-01	0.0566268641401716	0.0958086979857296	0.0894469975945666	0.0642834141746737	0	0.310692730683719
TCGA-CF-A7I0-01	0.0468080822257237	0.106465998498322	0.116202838515985	0.0652189908125898	0.019563207955148	0.311239531307311
TCGA-CF-A8HX-01	0.03732073893616	0.102289416500172	0.0562631418523186	0.0473677934581989	0	0.265102496451336
TCGA-CF-A8HY-01	0.0568686769541875	0.0694388122986128	0.154750574705459	0.0640110472726384	0	0.28928046850445
TCGA-CF-A9FF-01	0.0580807733432192	0.138911708175257	0.133159567318924	0.050771002947027	0	0.311419317062889
TCGA-CF-A9FH-01	0.0643900515903836	0.111215861689879	0.0515168345533308	0.142830420613372	0	0.260845578913958
TCGA-CF-A9FL-01	0.0837550927162933	0.108229883643455	0.103412392697808	0.0538166880072105	0.0392191979382305	0.34392200140623
TCGA-CF-A9FM-01	0.0851146841696235	0.150398104691684	0.0801697139601693	0.101280513582361	0.00135757137335837	0.440541347528486
TCGA-CU-A0YN-11	0.0062394917440546	0.129229593284633	0.237191251382015	0.13130145260677	0.00751620002217116	0.765305707949946
TCGA-CU-A0YN-01	0.0181878749533348	0.171062456603518	0.178573501728125	0.141870235005998	0.0126830094797022	0.561614263605728
TCGA-CU-A0YO-01	0.0787044224846269	0.132213626279141	0.18937831406297	0.135892903457846	0.0635776833896586	0.420565764133503
TCGA-CU-A0YR-11	0.0803311953285004	0.154236966295331	0.32521075511599	0.158774983370614	0.000297953149763731	0.72791795211498
TCGA-CU-A0YR-01	0.099987392094923	0.0160236660852784	0.212739234426052	0.142703636370632	0.104553797629577	0.523734871776235
TCGA-CU-A3KJ-01	0.0539423680121232	0.199454222664987	0.173944423304403	0.0944247554684834	0	0.550025749635747
TCGA-CU-A3QU-01	0.105116967895767	0.0511464650565206	0.135929156290775	0.0793901449542834	0.0138347816919081	0.385176575308483
TCGA-CU-A3YL-01	0.110075980168981	0.138943684884551	0.0629050819978711	0.0733508961724375	0.0127470806148761	0.321272058315366
TCGA-CU-A5W6-01	0.0601433850930278	0.0736284771052138	0.118108800325573	0.0947001295432792	0.0621173096477969	0.322626522074516
TCGA-CU-A72E-01	0.0417455187953581	0.10404377881852	0.118107447102411	0.076765222065477	0.0895706729674979	0.369417047218065
TCGA-DK-A1A3-01	0.110656353282103	0.0660075193955005	0.198339323181088	0.11174563612493	0.192146316056046	0.428890342068466
TCGA-DK-A1A5-01	0	0.118189750310415	0.262955739715485	0.101911690304365	0.138724202827056	0.531040010667131
TCGA-DK-A1A6-01	0.00953865492294441	0.0862898033771478	0.207705117078725	0.16225717815043	0.0223982084077592	0.423464398483703
TCGA-DK-A1A7-01	0.0683684565331389	0.0631792304063023	0.104936232004296	0.0523398454773649	0	0.231103013918865
TCGA-DK-A1AA-01	0.0747484996965428	0.111736264763522	0.149141506710066	0.0792992356914387	0.0526551615458788	0.390494966024073
TCGA-DK-A1AB-01	0.0841507828749117	0.16995397436265	0.143519689058644	0.191441472439009	0.0662966712486069	0.610571209897905
TCGA-DK-A1AC-01	0.0556636099953759	0.053192717747454	0.307212414216408	0.171027837681029	0.00515583088274413	0.460643375395968
TCGA-DK-A1AD-01	0.0423098240151614	0.0647527527572951	0.135402059523715	0.0559277744567112	0.090890572740964	0.28315078165347
TCGA-DK-A1AE-01	0.100996553557005	0.0938092340366613	0.175979571422832	0.0713199483290866	0	0.330344508013575
TCGA-DK-A1AF-01	0.0760028381649449	0.17291190897794	0.377102132916822	0.22038534963262	0.245247495320753	0.614733224545616
TCGA-DK-A1AG-01	0.0596701901569228	0.138283960771348	0.119256151684241	0.0849353197958252	0	0.38425179615293
TCGA-DK-A2HX-01	0.0259145170422325	0.106748499396808	0.217524520023953	0.117047207208447	0.152257785970006	0.52945499447207
TCGA-DK-A2I1-01	0.0980335979214333	0.0973463710053457	0.104290515177844	0.0857296240849626	0.123031857331146	0.381052695985537
TCGA-DK-A2I2-01	0	0.200198907372151	0.309946245730887	0.185124720499779	0	0.918979812919861
TCGA-DK-A2I4-01	0	0.297783052329964	0.372440810756988	0.412672701408881	0.226153948478327	1.26514835081645
TCGA-DK-A2I6-01	0.0734196724065006	0.0839717290023357	0.150477174177644	0.0756405857448218	0	0.420075215408491
TCGA-DK-A3IK-01	0.0587979995892049	0.102969374288198	0.0778441667963725	0.0610418043604006	0.0103251336783762	0.292165822794085
TCGA-DK-A3IL-01	0.0438076866738211	0.113822689781612	0.103077845759464	0.0642570667303843	0.0874405299742348	0.309792254199447
TCGA-DK-A3IM-01	0.0503968491972111	0.103917845517691	0.171859617828494	0.0644208557048103	0	0.467534360354413
TCGA-DK-A3IN-01	0.0349041616093013	0.0782818936570665	0.307849138343353	0.183393405026338	0.138511653942554	0.710692557217067
TCGA-DK-A3IQ-01	0.0344360007988941	0.139523163010565	0.227629138056307	0.125925132084023	0.278271066042519	0.404993243756117
TCGA-DK-A3IS-01	0.104825025775445	0.0794616491563563	0.120123926999165	0.0709759656579719	0.0108557495192632	0.33136139212943
TCGA-DK-A3IT-01	0.11241158642812	0.118654413378767	0.175931063486778	0.107331889054358	0.159718053700058	0.372356070113622
TCGA-DK-A3IU-01	0.206573887157549	0.449414197384781	0.212751127861688	0.318111456214638	0	0.939019627180193
TCGA-DK-A3IV-01	0.149978203104355	0.264566907185223	0.183811180625762	0.201449514818773	0.00904080684330556	0.564239614733711
TCGA-DK-A3WW-01	0.0196517148585837	0.0997673248437093	0.386570323745988	0.231765280451657	0	0.652802407436328
TCGA-DK-A3WX-01	0	0.19035674348274	0.220137662715011	0.257960950737705	0.028038818171831	0.614314107131742
TCGA-DK-A3WY-01	1.95663349929579	0.744787205573891	0	0.27096508398858	0	1.12495412928775
TCGA-DK-A3X1-01	0.0614322732383664	0.0918492473266831	0.111010788575864	0.0612598846685393	0	0.320525735145271
TCGA-DK-A3X2-01	0.050578619901046	0.119953376814629	0.0890791983781816	0.0728700619976905	0.0187949822860078	0.325180345185114
TCGA-DK-A6AV-01	0.0968408560876369	0.078252573631111	0.184725002654285	0.0772298903503124	0.0682877188489633	0.362384461742995
TCGA-DK-A6AW-01	0.0901555920128939	0.0952736766552789	0.0702118952448694	0.068659294347794	0	0.343219953013692
TCGA-DK-A6B0-01	0.0778265820109361	0.129183018976924	0.0548635415915499	0.0672155923946072	0	0.384642954086661
TCGA-DK-A6B1-01	0.103073510945177	0.0351073620882554	0.186566319591027	0.0769530134338786	0.0305900121638852	0.384332327669707
TCGA-DK-A6B2-01	0.180329423334543	0.165453500847249	0.12446672891998	0.131315743171529	0.229266647952784	0.499821972750417
