p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
2.53018826637159e-189 3.35753126678917 0.796 0.048 4.58343604453213e-185 4 Stab1
1.91124463384555e-187 2.15265648922005 0.551 0.016 3.46221965421121e-183 4 Ccr1
2.66888039132631e-186 3.80771287117933 0.663 0.029 4.83467682888762e-182 4 Ccl3
5.21564224087361e-180 2.73857318403327 0.592 0.022 9.44813591934255e-176 4 Lyve1
6.41373619774446e-180 2.50846003472056 0.551 0.018 1.16184831222141e-175 4 Bcl2a1b
2.60459493521895e-177 1.45021524870907 0.5 0.013 4.71822372514913e-173 4 Tbxas1
2.42070627322982e-175 2.41605519389804 0.592 0.023 4.38510941395582e-171 4 Trem2
1.97950548920927e-172 2.6570002781492 0.612 0.026 3.58587419370259e-168 4 Cd36
5.88412109948404e-172 2.42771523704577 0.827 0.059 1.06590853717153e-167 4 Cfh
1.88120947984599e-170 1.93609089366102 0.592 0.024 3.40781097274101e-166 4 Gmfg
2.38091823686761e-169 2.01492247628236 0.663 0.034 4.31303338608568e-165 4 Hpgd
7.86034496418976e-168 2.16120966367398 0.48 0.013 1.42390149026298e-163 4 Mgl2
7.88394844381617e-168 1.54831104919671 0.52 0.017 1.4281772605973e-163 4 Nckap1l
1.04102152032509e-161 2.00560478639034 0.439 0.011 1.8858104840689e-157 4 Cd163
1.12819223993682e-161 1.55181271423119 0.459 0.012 2.04372024264555e-157 4 Clec4a2
6.84485475998037e-161 2.26933043865184 0.571 0.024 1.23994543977044e-156 4 Adrb2
2.32063859073088e-160 3.32229371186755 0.551 0.022 4.20383680710899e-156 4 Ccl4
1.45165970039156e-159 2.62758328310908 0.796 0.062 2.6296815472593e-155 4 Cd68
3.02337904510875e-159 1.81808608724743 0.439 0.011 5.4768511402145e-155 4 Clec10a
1.24523953346253e-158 2.80109794354822 0.827 0.069 2.25575141486736e-154 4 Ctsc
6.23221030953185e-156 1.59630009282003 0.48 0.015 1.12896489757169e-151 4 Ptprc
1.82483642496705e-155 3.00764166035892 0.765 0.057 3.30569118382781e-151 4 Plek
1.29492440803127e-152 1.61883674879777 0.449 0.013 2.34575556514864e-148 4 Rac2
3.36862990976407e-151 2.00662163096777 0.52 0.021 6.10227308153761e-147 4 P2ry13
5.6119771229977e-150 1.55141154248782 0.388 0.008 1.01660965583103e-145 4 Ifi204
3.22129220176689e-149 1.78271360576332 0.408 0.01 5.83537082350071e-145 4 Cd209g
1.03680853895363e-145 1.24608202180956 0.408 0.011 1.8781786683145e-141 4 Cyth4
1.69078121925885e-145 2.49010440853891 0.776 0.066 3.0628501786874e-141 4 Aif1
5.35792597165165e-145 2.01922194323523 0.449 0.014 9.70588289764697e-141 4 Ms4a6d
9.49260783314745e-144 2.76575972775659 0.684 0.047 1.71958590897466e-139 4 Cx3cr1
1.58174937489636e-136 1.66691682248646 0.561 0.03 2.86533899262476e-132 4 Alox5ap
1.69747719799132e-136 1.08835143526212 0.388 0.01 3.07497994416128e-132 4 Cd48
9.3087437393097e-135 2.3188381633027 0.418 0.013 1.68627892837595e-130 4 Tnf
4.45484376541956e-132 1.54822671615386 0.398 0.012 8.06994948105754e-128 4 Fermt3
7.52950002916049e-132 1.51505468185652 0.469 0.02 1.36396893028242e-127 4 Ptpn6
3.32996038900775e-131 1.42718000962987 0.347 0.008 6.03222324468755e-127 4 Il10ra
1.61683703922204e-130 1.8006616966708 0.714 0.061 2.92890029655072e-126 4 Unc93b1
6.85167736551093e-130 1.50597761242764 0.439 0.017 1.24118135476231e-125 4 Tslp
7.92999317652796e-129 2.80748168082044 0.755 0.074 1.43651826392804e-124 4 Dab2
2.3725074190234e-128 1.23605955039928 0.347 0.008 4.29779718956089e-124 4 Tnfaip8l2
3.30822188509572e-126 1.35673024287444 0.48 0.022 5.9928439448509e-122 4 Fyb
2.81450939677979e-125 1.72524487235567 0.357 0.01 5.0984837722666e-121 4 Tlr2
4.2962565391546e-123 1.27248382017489 0.398 0.014 7.78266872067856e-119 4 Cd300a
7.96719091985086e-123 1.45588033000942 0.357 0.01 1.44325663513098e-118 4 Hk3
1.38989971165575e-122 2.60035108070813 0.469 0.022 2.5178033276644e-118 4 Slfn2
3.13267648686437e-122 1.39376103255111 0.408 0.015 5.6748434559548e-118 4 Mpeg1
4.13369197556302e-121 2.4178129089987 0.388 0.013 7.48818301373241e-117 4 Cxcl2
5.63982444285401e-121 1.91047622910498 0.653 0.054 1.021654197823e-116 4 Tgfbi
6.03680994279219e-121 1.86886284915217 0.786 0.08 1.09356812113681e-116 4 Slco2b1
1.69862625686034e-120 1.12430537900781 0.367 0.011 3.0770614643025e-116 4 Cd84
5.77499610150957e-120 2.54106251723874 0.837 0.103 1.04614054378846e-115 4 Txnip
9.23684215463402e-117 2.13503453198963 0.745 0.077 1.67325395631195e-112 4 Cyba
1.82430875819997e-115 1.39935150510187 0.296 0.006 3.30473531547924e-111 4 Msr1
6.75566434636117e-115 0.96192218109481 0.296 0.006 1.22378859634333e-110 4 Gpr65
8.02117035243197e-115 1.96349806611867 0.51 0.031 1.45303500934305e-110 4 Abca9
5.94769665449229e-113 1.01462815673977 0.337 0.01 1.07742524896128e-108 4 Irf8
4.65250272263272e-112 1.01912203667157 0.347 0.011 8.42800868204917e-108 4 Tmem106a
1.85873993883926e-103 0.923176512654873 0.327 0.011 3.36710739920732e-99 4 Ptpn18
0 2.97692958691849 0.997 0.113 0 5 Gad1
0 2.83721805829347 0.993 0.094 0 5 Gad2
0 1.53551128208689 0.71 0.016 0 5 Pnoc
0 1.50473307826905 0.828 0.028 0 5 Dlx6os1
0 1.43939123274809 0.917 0.023 0 5 Slc32a1
0 1.22124304316519 0.724 0.029 0 5 Kcnip1
0 1.0788961809494 0.845 0.026 0 5 Dlx1
1.55510233204187e-295 0.796991430580827 0.748 0.04 2.81706787449385e-291 5 Arx
6.26556581857235e-295 0.85224087845618 0.607 0.016 1.13500724803438e-290 5 Adarb2
1.41781966733453e-279 3.3568834860295 0.645 0.029 2.5683803273765e-275 5 Htr3a
5.3908741064447e-273 1.39112138322188 0.848 0.076 9.76556844382457e-269 5 Igf1
2.03813937142169e-269 1.29881178127757 0.852 0.084 3.69208947133039e-265 5 Arl4c
3.68458963859701e-264 1.14576725382504 0.848 0.08 6.67463413031849e-260 5 Rbms3
9.64477122071108e-259 0.685633858466175 0.572 0.02 1.74715030663181e-254 5 Btbd11
2.39020394692007e-252 1.00492682559466 0.548 0.018 4.32985444984571e-248 5 Npas1
3.0368640878341e-225 0.571726864424218 0.459 0.011 5.50127929511147e-221 5 Gm14204
1.21208296882623e-222 1.80379313762809 0.952 0.208 2.19568829802872e-218 5 Vstm2a
2.50626075434521e-216 2.22093172971731 0.648 0.055 4.54009135649634e-212 5 Reln
3.47512158224805e-216 0.546484926904865 0.445 0.011 6.29518274624233e-212 5 Dlx2
1.37463728919539e-213 1.13942683355168 0.776 0.098 2.49015544937746e-209 5 Cygb
2.34896037869314e-199 0.321481931178952 0.386 0.007 4.25514172600263e-195 5 Dlx5
4.38554953751559e-189 1.81949699940131 0.993 0.27 7.94442298720949e-185 5 Slc6a1
5.32696829844258e-189 0.451308947409412 0.383 0.008 9.64980307262873e-185 5 Kcnmb2
1.29897654259453e-188 0.936555220395016 0.61 0.054 2.35309600690999e-184 5 Grik1
7.11546935673876e-186 0.354843997261267 0.414 0.014 1.28896727397323e-181 5 A530058N18Rik
2.38090378651182e-182 0.78278552311326 0.766 0.112 4.31300720926616e-178 5 AI504432
1.50704147170225e-178 0.66758796613831 0.41 0.015 2.73000562598863e-174 5 Nxph1
3.91437621714656e-172 0.492902497368552 0.531 0.042 7.09089251736099e-168 5 Ankrd34b
1.81814560919373e-171 0.465823184373685 0.728 0.092 3.29357077105443e-167 5 Maf
6.54508280895263e-171 0.554204821672412 0.559 0.047 1.18564175084177e-166 5 Rcan3
2.81677955187051e-170 0.903312793799144 0.755 0.115 5.10259615821344e-166 5 Camk2n2
3.42177746169277e-168 1.28531898626996 0.783 0.15 6.19854987185645e-164 5 Zcchc12
3.29505003966444e-167 1.23429104930379 0.934 0.264 5.96898314685213e-163 5 Kcnc1
1.60461786914089e-165 1.09308856769665 0.793 0.148 2.90676526994872e-161 5 Ubash3b
1.86814566873407e-164 0.80211631433152 0.676 0.094 3.38414587891177e-160 5 Fstl5
2.75018988828486e-161 0.271813876283013 0.334 0.008 4.98196898262802e-157 5 Rpp25
4.86201889896272e-155 1.60877515006241 0.959 0.326 8.80754723547097e-151 5 Nrip3
1.77939608966015e-154 1.21606025778179 0.724 0.116 3.22337601641937e-150 5 Rgs10
3.94475911912141e-152 1.19016598059057 0.607 0.079 7.14593114428843e-148 5 Col19a1
1.37112284281686e-151 1.78266086658948 1 0.641 2.48378902976275e-147 5 Nap1l5
1.74081866446807e-150 3.62122844015697 0.721 0.136 3.15349301068392e-146 5 Npy
5.38085530133268e-148 0.321951545266368 0.331 0.011 9.74741937836415e-144 5 Vwc2
5.56504815743808e-146 0.81041981448697 0.772 0.157 1.00810847371991e-141 5 Usp29
5.81982789705585e-146 1.6026922173952 0.983 0.436 1.05426182355167e-141 5 Cplx1
5.58827818908397e-145 1.60418941972642 0.931 0.298 1.01231659395256e-140 5 Resp18
1.05468710107886e-144 0.357382253287106 0.31 0.008 1.91056568360435e-140 5 Sp8
3.0943164631964e-144 1.27899273891862 0.945 0.268 5.60535427308028e-140 5 Rph3a
2.8960865273431e-142 1.18154031692932 0.969 0.347 5.24626074428202e-138 5 Abat
4.76855447601808e-140 1.12266004383158 0.628 0.093 8.63823643330676e-136 5 Rab3b
1.39583325373504e-139 1.37372179241014 0.938 0.331 2.52855193914103e-135 5 Elavl2
5.69238305118761e-139 0.56736544972634 0.366 0.02 1.03117518972264e-134 5 Elfn1
8.68496665983746e-139 1.08344071003996 0.769 0.159 1.57328171042956e-134 5 Rasgrf2
1.92300278654561e-137 1.39069143392545 0.703 0.137 3.48351954782736e-133 5 Sema3c
3.17336757771588e-137 0.396624340213548 0.317 0.011 5.74855536703232e-133 5 Gjd2
6.33406171541235e-137 1.39395748657694 0.872 0.273 1.14741527974695e-132 5 Slc2a13
2.12508534022789e-136 1.09740277265496 1 0.673 3.84959209382282e-132 5 Tspyl4
1.63620907042863e-133 1.27007038637544 0.841 0.215 2.96399273108146e-129 5 Pcp4l1
5.61001094917454e-133 1.62760044971124 0.976 0.481 1.01625348344297e-128 5 Rab3c
1.24022285619379e-127 0.748945199364575 0.738 0.171 2.24666370399506e-123 5 Ache
1.0633067507466e-126 0.991820869860293 0.938 0.315 1.92618017897747e-122 5 Rcan2
1.4923844600751e-124 1.58150359422414 0.972 0.474 2.70345444942604e-120 5 Dner
5.78568884434005e-124 0.557807598879294 0.324 0.017 1.0480775341522e-119 5 Egln3
1.29321746566664e-123 0.633802326507915 0.407 0.035 2.34266343905512e-119 5 Wnt5a
2.19403240906011e-123 0.803984112098421 0.259 0.007 3.9744897090124e-119 5 Sln
5.39470291105757e-122 0.964914237384263 0.934 0.344 9.77250432338079e-118 5 Cacng2
7.86703223626038e-122 0.73203676175564 0.662 0.113 1.42511288959857e-117 5 Ptprm
5.10218369224639e-121 1.88055915847526 0.693 0.171 9.24260575850434e-117 5 Synpr
1.44869258044433e-119 0.573800855440029 0.51 0.067 2.62430660947491e-115 5 Galnt14
7.25805511599415e-119 0.400129089113825 0.407 0.036 1.31479668426234e-114 5 Steap2
1.08237446027756e-117 0.432918634913325 0.466 0.053 1.96072133479279e-113 5 Lgi2
1.13057988804434e-117 1.02944672153104 0.99 0.596 2.04804546719232e-113 5 Ndn
1.12939480011991e-115 1.40403782670011 0.997 0.644 2.04589868041721e-111 5 Nrxn3
9.88217858039082e-115 0.3322324667174 0.245 0.007 1.7901566498378e-110 5 Asic4
1.34234431010643e-113 1.10113560480577 0.941 0.415 2.4316567177578e-109 5 Tmem130
8.33877339832058e-113 0.314948189295936 0.372 0.031 1.51056880110577e-108 5 Tmem132e
3.30607329263548e-112 0.978171711320489 0.972 0.489 5.98895176960918e-108 5 Gprasp2
4.34223751304795e-112 0.417205667147694 0.39 0.036 7.86596325488636e-108 5 Pcbd1
1.84944866034026e-111 1.00324687555991 0.997 0.642 3.35027624820637e-107 5 Ndrg4
4.69562775191562e-111 0.503722072604355 0.603 0.108 8.50612967259514e-107 5 Fgf9
2.91069442349129e-110 1.51133447171184 0.786 0.267 5.27272294815447e-106 5 Necab1
5.64588996869863e-109 0.873569480096498 0.955 0.398 1.02275296782976e-104 5 6430548M08Rik
3.23393739364541e-108 0.933246621490029 0.914 0.39 5.85827758858866e-104 5 Slc38a1
2.16270855882998e-107 0.448837633930848 0.593 0.105 3.9177465543205e-103 5 Dpysl5
2.6577690458413e-107 1.08958486169726 0.955 0.472 4.81454862654151e-103 5 Dnm3
3.7462235555052e-107 1.03776436021118 0.928 0.327 6.78628397079766e-103 5 Spock3
3.85375240643244e-106 0.965908273819803 0.886 0.344 6.98107248425236e-102 5 Cntnap2
6.02058564159782e-105 0.26137775739301 0.2 0.003 1.09062908897544e-100 5 Wif1
9.59348526593365e-105 2.18442815655101 0.314 0.022 1.73785985592388e-100 5 Crh
4.44478210399425e-104 2.61310962690443 0.879 0.448 8.05172278138559e-100 5 Cnr1
1.06780076190776e-103 0.700627341344237 0.679 0.173 1.93432108019591e-99 5 Celf6
1.49285085187557e-102 1.80516529119751 0.545 0.102 2.7042993181726e-98 5 Cxcl14
5.16325263841824e-101 0.529317585590261 0.81 0.224 9.35323215449464e-97 5 Adcyap1r1
1.13139908031666e-100 0.88335157226456 0.993 0.712 2.04952943399362e-96 5 Impact
2.84379121860374e-100 0.98681698580062 0.955 0.485 5.15152779250068e-96 5 Syngr3
3.45907725184789e-100 0.545828970725254 0.648 0.141 6.26611844172246e-96 5 Dusp26
3.5773410082359e-100 0.645591541466483 0.476 0.074 6.48035323641932e-96 5 Gng4
1.20971737818033e-99 0.747790007713099 0.724 0.207 2.19140303057367e-95 5 Grip1
3.27798449429775e-98 0.74758668965827 0.962 0.472 5.93806891142038e-94 5 Plekhb2
2.61168110558305e-97 0.850147806204385 0.869 0.33 4.73106032276369e-93 5 Dzank1
1.01228690893473e-96 0.827611999713611 0.772 0.243 1.83375773553526e-92 5 Etl4
8.17108945713251e-233 2.24250822222438 0.847 0.1 1.48019285515955e-228 6 Esam
5.40968593717064e-230 2.64877051924321 0.753 0.068 9.79964607518461e-226 6 Cldn5
3.02726936434435e-198 2.63522277653902 0.766 0.093 5.4838984535098e-194 6 Tm4sf1
5.12591905425951e-197 3.32424879845313 0.736 0.084 9.2856023667911e-193 6 Ly6c1
5.00326850740947e-192 1.94701078718494 0.557 0.036 9.06342090117225e-188 6 Pecam1
4.55536189973113e-191 2.65359991346504 0.8 0.117 8.25203808136295e-187 6 Igfbp7
1.26454772619429e-190 2.59007777755453 0.677 0.07 2.29072820600095e-186 6 Flt1
2.85463878245357e-179 2.44932292765954 0.634 0.062 5.17117815441465e-175 6 Fn1
7.95313727381282e-175 1.70474613996023 0.638 0.066 1.44071081715119e-170 6 Cav1
2.09490036974638e-173 2.94382722867268 0.604 0.057 3.79491201979556e-169 6 Ctla2a
4.93604967025388e-173 2.35876282005397 0.783 0.124 8.9416539776649e-169 6 Serpinh1
2.25035360452054e-172 1.55301918976617 0.596 0.055 4.07651555458897e-168 6 Anxa3
1.31176935987439e-171 2.08782597057007 0.617 0.061 2.37627019541247e-167 6 Tmem204
2.19541675936821e-171 2.06245656093922 0.566 0.047 3.97699745959551e-167 6 Ppic
6.84504345680428e-171 1.74651919516214 0.579 0.051 1.2399796222001e-166 6 Slc22a8
2.02916751928272e-170 2.76504459282655 0.983 0.305 3.67583696118064e-166 6 Sparc
3.08753857515149e-170 2.06068252263556 0.655 0.076 5.59307612888692e-166 6 Abcb1a
1.3895883847463e-169 2.90269944580381 0.668 0.08 2.51723935896792e-165 6 Slco1a4
5.18867997894835e-169 1.63672453597781 0.54 0.042 9.39929378186494e-165 6 Tek
1.10000967202955e-167 2.386318162771 0.617 0.065 1.99266752088154e-163 6 Cd93
3.41871772479086e-165 2.51058085820431 0.723 0.109 6.19300715845864e-161 6 Ptprb
3.61489404430775e-159 1.87990610213107 0.477 0.032 6.54838056126348e-155 6 Icam2
6.28859128585487e-158 1.60562915281449 0.511 0.04 1.13917831143261e-153 6 Nostrin
6.03972449547682e-155 1.81142969841719 0.421 0.022 1.09409609235563e-150 6 9030619P08Rik
2.85257833963629e-150 1.31355459455735 0.485 0.038 5.16744566225114e-146 6 Eng
3.96262834825883e-149 1.99357598754561 0.732 0.123 7.17830125287087e-145 6 Vim
9.78907459161091e-149 1.8786989522124 0.677 0.105 1.77329086227032e-144 6 Csrp2
1.6010778509854e-148 1.75716789007862 0.562 0.059 2.90035252706005e-144 6 Hspb1
2.42747306017123e-147 1.75406627856019 0.562 0.059 4.39736744850019e-143 6 S100a11
1.74724128186358e-146 2.4111025168011 0.732 0.127 3.16512758209588e-142 6 Ifitm3
1.98087740524104e-145 2.50459742549312 0.736 0.129 3.58835941959414e-141 6 Pltp
4.18634616269544e-145 2.09675275470929 0.655 0.096 7.58356607372279e-141 6 Apold1
7.03966188008167e-145 1.42919606455535 0.549 0.059 1.27523474957679e-140 6 Rasip1
8.75143226787385e-145 2.23694544052185 0.855 0.218 1.58532195532535e-140 6 Epas1
3.8961793461519e-144 1.93005023140965 0.481 0.039 7.05792888555416e-140 6 Ly6c2
1.31137941733339e-143 1.84586222580315 0.477 0.039 2.37556381449943e-139 6 Ushbp1
3.15170000088643e-140 1.59614315042199 0.485 0.043 5.70930455160577e-136 6 Emcn
8.15414269454786e-140 2.32293918595062 0.596 0.077 1.47712294911735e-135 6 Arap3
5.324408203589e-137 1.5331642709513 0.604 0.082 9.64516546080148e-133 6 Ahnak
5.79704381493221e-137 3.33095729170369 0.826 0.223 1.05013448707497e-132 6 Itm2a
1.69992240594194e-136 1.80440041705789 0.587 0.076 3.07940943836383e-132 6 Wwtr1
2.76895400591804e-136 2.19982098994755 0.545 0.063 5.01596018172052e-132 6 Kdr
4.37863902979419e-134 2.02975347526139 0.715 0.142 7.93190460247218e-130 6 Ackr3
9.97271312941516e-134 1.56618386787815 0.426 0.031 1.80655698339356e-129 6 Itga1
3.61764152426091e-133 2.43350517025818 0.566 0.071 6.55335762119864e-129 6 Rgs5
1.32402484361074e-132 2.17793516133832 0.574 0.076 2.39847100420086e-128 6 Podxl
1.24737282653126e-131 1.74211256666677 0.715 0.144 2.25961587526138e-127 6 Tpm4
1.77411422428973e-131 2.1948989394039 0.596 0.084 3.21380791730085e-127 6 BC028528
3.01810336580462e-131 2.00066399545563 0.609 0.085 5.46729424715508e-127 6 Gimap6
5.37011595337335e-130 1.38200208118289 0.447 0.038 9.72796504953582e-126 6 Mmrn2
4.74959293490009e-128 1.59763510752136 0.638 0.106 8.6038876015715e-124 6 Tagln2
4.64134585073148e-127 1.89541314846265 0.634 0.103 8.40779800860007e-123 6 Klf2
1.29433313386105e-126 1.69638720886161 0.847 0.213 2.34468447198929e-122 6 Id3
1.40965884745527e-126 1.95564544806507 0.609 0.089 2.55359700216523e-122 6 Srgn
1.02286847733322e-125 1.28325056036028 0.409 0.031 1.85292624668913e-121 6 Slc16a4
9.53557650887898e-125 1.27522193783927 0.447 0.04 1.72736968458343e-120 6 Nid1
1.04365312591177e-124 1.28840898863488 0.409 0.032 1.89057763758918e-120 6 Cdh5
3.01745829860382e-124 1.88627478882188 0.404 0.03 5.46612570792083e-120 6 Higd1b
2.91101622445594e-123 2.14777592997344 0.455 0.044 5.27330589060193e-119 6 Ly6a
3.46525619359416e-123 1.2082702250277 0.421 0.035 6.27731159469582e-119 6 Wfdc1
1.93392124796384e-119 2.10351847877408 0.889 0.332 3.5032983406865e-115 6 Hes1
4.00121945783468e-118 1.6403988894044 0.596 0.097 7.24820904786753e-114 6 Anxa2
4.52994716243529e-118 1.26767492068605 0.413 0.036 8.20599928475153e-114 6 Acvrl1
2.21864406576721e-117 1.15873687779747 0.374 0.027 4.0190737251373e-113 6 Robo4
5.97592320533047e-117 1.65944018146424 0.464 0.051 1.08253848864562e-112 6 Ocln
3.08354792549139e-116 1.497602307671 0.502 0.064 5.58584706702766e-112 6 Ets1
7.17779310033139e-116 1.6240527968843 0.421 0.039 1.30025722012503e-111 6 Slc38a5
4.26575692577406e-115 1.30599362635072 0.557 0.083 7.72741867103971e-111 6 Msn
6.41650466065545e-113 1.61576202295503 0.383 0.031 1.16234981927774e-108 6 AU021092
4.30719607817181e-111 1.3497012720389 0.404 0.037 7.80248569560823e-107 6 Foxq1
2.85991248055236e-110 1.74630969669275 0.613 0.113 5.18073145852059e-106 6 Id1
9.61477559388619e-108 1.46075043003796 0.345 0.025 1.74171659883248e-103 6 Lsr
3.09332948010297e-107 2.82310317997454 0.54 0.083 5.60356635320653e-103 6 Crip1
7.70749909516251e-106 1.54556318498418 0.349 0.026 1.39621346108869e-101 6 AW112010
1.9533153191857e-104 1.56089793438526 0.362 0.03 3.53843070070489e-100 6 Hmcn1
2.30695115425141e-103 2.89128910799885 0.481 0.065 4.17904201592643e-99 6 Myl9
2.78367337166529e-103 2.21285523386199 0.383 0.036 5.04262431277167e-99 6 Slfn5
4.0375085201966e-103 1.46712933525648 0.357 0.03 7.31394668433615e-99 6 Aspn
9.57234195147318e-103 1.9431630284948 0.591 0.118 1.73402974450937e-98 6 Vwa1
1.93739793593188e-102 1.3610280579429 0.515 0.075 3.50959636094061e-98 6 Ctsh
3.05818025639794e-101 1.61210389701687 0.421 0.048 5.53989353446487e-97 6 Edn1
1.95681013872794e-100 1.458239662395 0.34 0.027 3.54476156630566e-96 6 Sox17
5.80585143818972e-100 2.07657656907931 0.719 0.19 1.05172998802807e-95 6 Klf4
1.04244806474742e-99 2.29096951249044 0.745 0.246 1.88839466928995e-95 6 Col4a1
6.2418383925149e-99 2.08399307772768 0.885 0.475 1.13070902480407e-94 6 Myl12a
2.03326577776577e-98 1.07924752710992 0.353 0.031 3.68326095642269e-94 6 Lef1
6.44739743265623e-98 1.14394909807584 0.374 0.037 1.16794604492568e-93 6 Rhoj
2.2918835706457e-95 1.03874826463969 0.353 0.033 4.15174708822469e-91 6 Tbx3
8.33440154075265e-95 1.08923765479823 0.294 0.019 1.50977683910734e-90 6 Tie1
2.31181108443844e-92 1.52170865886862 0.617 0.129 4.18784577946024e-88 6 Fcgrt
2.88122593263762e-92 1.88645842029394 0.702 0.197 5.21934077697304e-88 6 Slco1c1
6.07429752801171e-91 1.30507565036939 0.281 0.018 1.10035899719932e-86 6 Grrp1
6.44086134111919e-90 1.10950980185069 0.281 0.019 1.16676203194374e-85 6 Slc19a3
8.06906140827574e-90 0.817823713223308 0.272 0.017 1.46171047410915e-85 6 Zic3
1.03975527125762e-89 1.43130629321377 0.366 0.039 1.88351667388318e-85 6 Cgnl1
1.17575841822539e-89 0.982861470099014 0.349 0.035 2.12988637461529e-85 6 Nes
1.48060786657396e-89 1.76372188984559 0.506 0.09 2.68212115029873e-85 6 Ccdc141
3.10890253409315e-89 0.965633644058934 0.332 0.031 5.63177694050974e-85 6 Uaca
1.72641519258207e-88 1.79716825483689 0.574 0.123 3.12740112136242e-84 6 Prom1
7.35809401784751e-86 1.29196275909158 0.417 0.058 1.33291873133308e-81 6 Lamb2
1.97947548387727e-260 3.4820559879186 0.938 0.113 3.58581983904368e-256 7 Aqp4
1.93742438510075e-255 2.3160253661623 0.759 0.055 3.50964427361001e-251 7 Lcat
2.80249930414872e-242 2.50983785681513 0.799 0.074 5.0767274894654e-238 7 Acsbg1
9.70363546534285e-241 2.47345105235574 0.826 0.082 1.75781356454686e-236 7 Mlc1
3.06072010675115e-224 2.93503839131342 0.973 0.165 5.54449447337971e-220 7 Gpr37l1
3.83495204954731e-214 2.96137737644041 0.978 0.187 6.94701563775496e-210 7 Gja1
4.19460179755511e-210 2.75237617083908 0.942 0.168 7.59852115627109e-206 7 Pla2g7
6.11548581355392e-205 2.5461944178638 0.871 0.134 1.10782025512529e-200 7 Ntsr2
8.75891095417492e-205 2.59150242838574 0.871 0.133 1.58667671934879e-200 7 Cldn10
5.69951438659643e-181 2.03764888248446 0.786 0.109 1.03246703113194e-176 7 Sdc4
2.64178281195998e-178 1.9665196193154 0.804 0.125 4.78558956386551e-174 7 Fgfr3
1.01216240891633e-175 3.21495319732701 0.982 0.281 1.83353220375193e-171 7 Slc1a3
1.38502384687331e-173 3.02771905888159 0.906 0.206 2.508970698611e-169 7 Aldoc
3.98406602288958e-173 2.78749302645834 0.915 0.209 7.21713560046447e-169 7 Ndrg2
3.58194146709628e-172 2.39968501652031 1 0.262 6.48868696764492e-168 7 Apoe
2.329084102836e-171 2.104681227824 0.804 0.127 4.21913585228742e-167 7 Ednrb
4.07175671335258e-167 2.97398632844853 0.946 0.262 7.3759872862382e-163 7 Mt2
1.71451598895358e-160 2.49418788844023 0.933 0.254 3.10584571398941e-156 7 Slc4a4
1.17048074593099e-158 1.93269885101866 0.741 0.114 2.12032587125398e-154 7 Slc39a12
3.18780675768167e-158 1.91133991337474 0.594 0.059 5.77471194154034e-154 7 Gjb6
3.00321964095071e-157 2.84662151728667 0.812 0.163 5.44033237958221e-153 7 Fabp7
2.62643522232348e-156 2.61671146220833 0.906 0.234 4.75778740523899e-152 7 Gstm1
1.38532056536149e-153 2.38526395445384 0.906 0.227 2.50950820415233e-149 7 Bcan
2.11325095179519e-152 1.80438154101251 0.656 0.087 3.82815409917699e-148 7 Id4
3.20195003133337e-151 2.23255940602094 0.728 0.116 5.8003324817604e-147 7 Fam107a
3.85811023065945e-150 2.24577754909269 0.812 0.152 6.9889666828396e-146 7 S1pr1
2.85576243306046e-149 1.68359938981642 0.554 0.054 5.17321364748903e-145 7 Timp4
4.00653337638461e-149 1.87462987481494 0.545 0.05 7.25783521132072e-145 7 Prodh
1.67903300174304e-146 2.27593647988529 0.911 0.265 3.04156828265752e-142 7 Ptprz1
3.57361678272259e-146 1.90355714687181 0.777 0.136 6.47360680190197e-142 7 Slc38a3
3.93825799283876e-144 1.76062672744568 0.71 0.113 7.13415435402741e-140 7 F3
2.52578648290892e-143 1.58353168964149 0.696 0.11 4.57546221378951e-139 7 Pbxip1
4.07829460068811e-141 1.97101426773544 0.652 0.091 7.38783066914651e-137 7 Fxyd1
1.26539911759311e-138 2.25915779184002 0.839 0.216 2.29227050151992e-134 7 Htra1
1.43355108915194e-138 1.21292055885104 0.536 0.055 2.59687779799873e-134 7 Slc7a2
1.20198084685153e-135 1.87284521876962 0.692 0.113 2.17738830407154e-131 7 Tril
2.83417593265657e-133 3.06941041882533 0.996 0.627 5.13410970200739e-129 7 Clu
9.95060045679499e-132 1.03034612742629 0.379 0.022 1.80255127274841e-127 7 Slc25a18
1.68873484536824e-131 2.47190624459099 0.871 0.226 3.05914317238457e-127 7 Mfge8
2.982399002716e-129 1.24866340495073 0.491 0.048 5.40261579342004e-125 7 Rfx4
2.34770191463435e-128 1.53529288835292 0.531 0.059 4.25286201836013e-124 7 Slc15a2
2.68440121967846e-128 3.00141844353007 0.955 0.457 4.86279280944753e-124 7 Atp1a2
1.32663922014038e-127 1.40469787121022 0.527 0.061 2.4032069472843e-123 7 Aldh1l1
1.3665681049325e-125 1.67076119910198 0.371 0.022 2.47553812208523e-121 7 Slc14a1
1.37443191026304e-124 1.64292991750453 0.491 0.05 2.48978340544149e-120 7 Dio2
1.4205374601122e-124 1.79064006993959 0.746 0.165 2.57330360899326e-120 7 Sox9
4.47089173676646e-124 1.47078364269951 0.455 0.041 8.09902038115244e-120 7 Cbs
1.30141860533369e-121 2.88591078733977 0.987 0.658 2.35751980356199e-117 7 Mt1
8.67476025957148e-121 1.31597474570727 0.442 0.04 1.57143282102137e-116 7 Phkg1
