p_val avg_logFC pct.1 pct.2 p_val_adj cluster gene
5.70606027260972e-120 1.47761682886438 0.54 0.068 1.03365281838325e-115 7 Cyp2d22
1.04817483579115e-117 1.92726607429709 0.375 0.026 1.89876871503568e-113 7 Gfap
5.24761869347925e-117 2.87237060055481 0.987 0.802 9.50606126323767e-113 7 Slc1a2
1.10437416311379e-116 2.73070536784003 0.973 0.622 2.00057379648063e-112 7 Prdx6
3.0886280560912e-116 1.1814865752021 0.491 0.056 5.5950497236092e-112 7 Tmem100
4.98807665969692e-114 2.49922431161798 1 0.828 9.03590086904098e-110 7 Sparcl1
5.0629700941286e-112 2.21293377044301 0.688 0.15 9.17157032551397e-108 7 Hopx
5.74829796080893e-111 0.962973813499367 0.366 0.027 1.04130417560054e-106 7 2900052N01Rik
4.22084984189045e-110 0.826991920299535 0.362 0.026 7.64606948858455e-106 7 Adhfe1
8.17696823224753e-110 1.52912092120757 0.438 0.046 1.48125779527164e-105 7 Btbd17
8.4630663261645e-110 1.74997693311402 0.625 0.117 1.5330844649847e-105 7 Ezr
1.14977552899088e-108 1.89139888504518 0.746 0.207 2.08281837076697e-104 7 Slc6a11
2.64092609742833e-108 1.94322558869028 0.335 0.022 4.78403762549142e-104 7 Serpinf1
2.58330431544756e-106 2.11141846057495 0.826 0.314 4.67965576743325e-102 7 Tmem47
3.25035289842212e-104 2.46060293547474 0.982 0.876 5.88801427549168e-100 7 Cst3
3.39723948353612e-103 1.9208669886191 0.683 0.169 6.15409932442568e-99 7 Sfxn5
7.47612723197134e-103 2.31878016465371 0.884 0.411 1.35430044807161e-98 7 Atp1b2
1.64805060690689e-100 1.22059474689874 0.33 0.024 2.98544367441184e-96 7 Gldc
9.50608445604474e-100 1.18256905131073 0.446 0.054 1.7220271992125e-95 7 Mgst1
1.71092333378293e-99 1.28687743393976 0.522 0.077 3.09933761914779e-95 7 Vcam1
2.99051897684968e-99 1.05226448099023 0.415 0.045 5.41732512656319e-95 7 Eva1a
4.24691369736735e-99 2.12057754081101 0.933 0.59 7.69328416278096e-95 7 Scg3
1.49990760583463e-97 1.71432852377205 0.683 0.163 2.71708262796943e-93 7 Rorb
3.94086822737827e-97 0.99575054832493 0.344 0.028 7.13888279389573e-93 7 Entpd2
9.95336208566299e-97 1.45796539599811 0.768 0.193 1.80305154181785e-92 7 Slco1c1
3.78975718163178e-96 1.40135131449506 0.674 0.147 6.86514513452597e-92 7 Tmem176b
4.514119282026e-96 2.03222317681418 0.79 0.314 8.1773270793901e-92 7 Acsl6
6.5347564227294e-96 1.54167953130143 0.446 0.056 1.18377112597743e-91 7 Grin2c
3.15032313958549e-94 1.1411340760514 0.335 0.027 5.70681036735911e-90 7 Rdh5
4.09144291837099e-93 0.946855478107568 0.393 0.044 7.41164884662905e-89 7 Lgi4
1.03843477127948e-92 1.87390848703563 0.857 0.387 1.88112458817278e-88 7 Serpine2
1.2032242010974e-91 1.83737685408783 0.844 0.403 2.17964064028795e-87 7 Cspg5
2.47422546073203e-90 1.21772237126131 0.388 0.044 4.48205942211607e-86 7 Ppp1r3c
1.31523951176437e-89 1.14067034175648 0.446 0.063 2.38255637556115e-85 7 Slc9a3r1
8.53065454613483e-89 1.71317125141109 0.826 0.304 1.54532807103232e-84 7 S100a1
1.1423847801624e-87 1.38933886049737 0.531 0.095 2.06943002926419e-83 7 Emp2
4.24970776972179e-86 1.10867073125263 0.254 0.015 7.69834562485102e-82 7 Rlbp1
7.90396893629043e-86 1.38129810145195 0.393 0.049 1.43180397280901e-81 7 Dbx2
5.29613911172118e-85 1.46579782239201 0.478 0.078 9.59395600088292e-81 7 Slc7a10
9.08402779210619e-85 1.46623422650774 0.879 0.382 1.64557163454004e-80 7 Cd63
5.11237868631615e-84 1.44802299340425 0.96 0.752 9.2610739902617e-80 7 Ntrk2
5.94826132727881e-84 1.88906439656794 0.777 0.294 1.07752753943656e-79 7 Abhd3
1.10762545544234e-83 1.02886434660654 0.357 0.039 2.00646351253379e-79 7 Tlcd1
2.96255377069231e-83 1.40887734025425 0.388 0.049 5.36666615560913e-79 7 Itih3
3.0172446877059e-83 1.22633407928953 0.455 0.071 5.46573875177923e-79 7 Cyp2j9
4.1794259589811e-82 1.68590425858803 0.946 0.653 7.57103012469426e-78 7 Glul
8.97929200397959e-82 1.80606185940025 0.902 0.626 1.6265987465209e-77 7 Mmd2
1.26072114272689e-80 1.25748268676204 0.643 0.174 2.28379635004977e-76 7 Plxnb1
2.51333117582807e-80 0.983784221425122 0.357 0.042 4.55289942501256e-76 7 Fzd2
1.75198734460146e-79 1.57620329954922 0.723 0.24 3.17372507474555e-75 7 Scrg1
1.78448737008353e-79 1.29336305486394 0.991 0.939 3.23259887090632e-75 7 Ckb
