CT6-R1	1	0	0	1	0.241890469665007
CT6-R2	0.86	6.55015487564323	6.55015487564323	1	0.229995700455684
CT6-R3	0.76	11.9186407719209	11.9186407719209	1	0.225971264213323
CT6-R4	0.84	7.57207139381184	7.57207139381184	1	0.2255291829785
CT6-R5	0.69	16.1150909262745	16.1150909262745	1	0.22532398180846
CT6-R6	1.4e-10	985.387196432176	985.387196432176	1	0.225109383943005
CT6-R7	6.78e-58	5716	5.14	1	0.225052514967323
CT6-R8	0.88	5.55173278498314	5.55173278498314	1	0.22504948490091
CT6-R9	4.803e-139	13831	3.74	1	0.224727060916698
CT6-R10	1.404e-123	12285	4.25	1	0.224680367600706
CT6-R11	5.28e-31	3027	0.09	1	0.224637265968807
CT6-R12	0.99	0.436480540245009	0.436480540245009	1	0.223275004478395
CT6-R13	0.019	172.124639904717	172.124639904717	1	0.222915685791381
CT6-R14	0.0021	267.778070526608	267.778070526608	1	0.222586020973177
CT6-R15	0.19	72.1246399047171	72.1246399047171	1	0.222517727406652
CT6-R16	0.0044	235.654732351381	235.654732351381	1	0.222310763035907
CT6-R17	1	0	0	1	0.222241182034754
CT6-R18	1.765e-119	11875	2.5	1	0.222176691095567
CT6-R19	0.44	35.6547323513813	35.6547323513813	1	0.22160912270278
CT6-R20	0.61	21.4670164989233	21.4670164989233	1	0.221206527528849
CT6-R21	0.93	3.15170514460649	3.15170514460649	1	0.219607535781636
CT6-R22	0.93	3.15170514460649	3.15170514460649	1	0.217366277322807
