CT4-R1	1	0	0	1	0.20194230346366
CT4-R2	4.444e-58	5735	0.35	1	0.192123403692185
CT4-R3	0.93	3.15170514460649	3.15170514460649	1	0.192075085023483
CT4-R4	0.58	23.6572006437063	23.6572006437063	1	0.191942788327768
CT4-R5	1	0	0	1	0.191837061961972
CT4-R6	4.4e-12	1135.65473235138	1135.65473235138	1	0.191610442575448
CT4-R7	0.84	7.57207139381184	7.57207139381184	1	0.191368797143201
CT4-R8	6.845e-37	3616	1.26	1	0.191366773624769
CT4-R9	0.56	25.18119729938	25.18119729938	1	0.190919092698764
CT4-R10	0.23	63.8272163982407	63.8272163982407	1	0.190721660235628
CT4-R11	0.97	1.32282657337552	1.32282657337552	1	0.19067673078016
CT4-R12	0.15	82.3908740944319	82.3908740944319	1	0.190569809912764
CT4-R13	0.57	24.4125144327509	24.4125144327509	1	0.190349096878452
CT4-R14	0.93	3.15170514460649	3.15170514460649	1	0.190198720763852
CT4-R15	0.81	9.15149811213502	9.15149811213502	1	0.190053140993794
CT4-R16	9.024e-153	15204	4.31	1	0.189669113973901
CT4-R17	0.91	4.09586076789064	4.09586076789064	1	0.189637831746356
